Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
Estuary_3418,51082.9716055975,4071.14840520729,4065.31252173158,4076.984288683,12286.1299326211,9047.76275857175,16918.0308065954,71960.8465960041,71903.6579511376,72018.0352408705,38226.3077329728,26451.972668812,48548.9943022354,Estuary,16357.27833782839,110187.1543289769,126544.4326668053,51082.9716055975,2.4772331892481168,0.9888312304067078,11.671766951420068,114.37728973288904
Estuary_343,30449.6996163551,9475.64202361355,9466.84491674682,9484.43913048027,274.656290539523,0.0,3024.02407058792,61797.2249610914,61753.2404813411,61841.2094408416,0.0,0.0,0.0,Estuary,9750.298314153071,61797.2249610914,71547.52327524447,30449.6996163551,2.3496955364648313,0.00902,17.59421373344958,87.96895950050384
Estuary_3430,2590.44121607084,227.299233888636,225.741399503749,228.857068273522,602.185947909407,440.694297630525,841.572344437672,4167.44348703852,4138.68454903076,4196.20242504628,2091.59397255057,1441.70073224492,2669.78223571364,Estuary,829.485181798043,6259.03745958909,7088.522641387133,2590.44121607084,2.7364151702847543,1.0398923178599977,3.115668769773009,57.517876015520415
Estuary_3442,363.988361905649,49.2476253658343,47.5761826680487,50.91906806362,67.3050879999736,42.8185644012438,103.535438396027,2819.47485471788,2800.5507445562,2838.39896487956,336.653713996165,0.0,635.462454823782,Estuary,116.5527133658079,3156.1285687140453,3272.681282079853,363.988361905649,8.991170115840625,1.1098124123563338,3.342885395571301,37.84822032336024
Estuary_3454,11845.2628629679,2006.25692083148,1993.28636110362,2019.22748055934,1786.71470051947,1283.85382778735,2873.61615816294,19249.8290412451,19133.3657541427,19366.2923283475,4987.21263921217,3488.28707727115,6318.18945989708,Estuary,3792.97162135095,24237.041680457267,28030.013301808216,11845.2628629679,2.366347933859623,0.5718680470071386,25.9411194557199,232.926574204801
Estuary_347,16696.7972962588,4111.62786354672,4100.13942001885,4123.1163070746,1234.85359868831,748.536196413416,2748.56317274441,21250.4975727966,21185.911188731,21315.0839568623,794.634159960705,0.0,1494.4674039276,Estuary,5346.4814622350295,22045.131732757305,27391.613194992337,16696.7972962588,1.6405309778259027,0.12154952369840151,22.976887055750012,129.1727681313023
Estuary_3477,1226.60340381278,165.959440535869,162.271030624371,169.647850447368,226.811235399021,146.043927561933,344.950629242981,6508.07119991243,6476.03395488924,6540.10844493562,777.083128347753,0.0,1464.20338319454,Estuary,392.77067593489,7285.154328260182,7677.925004195073,1226.60340381278,6.259500813652541,0.8184343534562711,7.376819822996993,64.07449004638056
Estuary_3480,3325.63631534102,443.16744564779,439.983108572543,446.351782723037,621.734558887557,451.911882849173,928.329791241575,5583.26948900991,5555.3729026507,5611.16607536912,2000.62263183763,1400.81131080219,2531.89016962536,Estuary,1064.902004535347,7583.89212084754,8648.794125382887,3325.63631534102,2.6006433973210976,0.7885279513662887,6.368674150493973,55.793172718420465
Estuary_3509,17728.0978042025,2368.04443910035,2363.78974508449,2372.29913311621,3308.66975878334,2417.5024391826,4916.56198390731,28020.8206011049,27987.1788688608,28054.4623333491,10004.9368731592,7028.94740040249,12616.6640885201,Estuary,5676.71419788369,38025.7574742641,43702.47167214779,17728.0978042025,2.465152897666662,0.7509890107209646,8.509388031720391,67.28346448830052
Estuary_3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estuary,0.0,0.0,0.0,0.0,,,0.0,0.0
Estuary_354,7582.1648674364,1867.126957452,1860.93207115221,1873.3218437518,560.758054749805,339.738450727514,1248.79897799611,10618.9855845868,10580.0443458369,10657.9268233367,397.082875859104,0.0,747.260684647433,Estuary,2427.885012201805,11016.068460445904,13443.953472647709,7582.1648674364,1.7731022350076164,0.1263281592204106,12.38977259959006,77.88247749979928
Estuary_357,23731.7788986034,5844.00958098062,5835.40727254134,5852.61188941989,1755.14334014116,1065.33293550569,3901.48429139002,28538.7355548444,28505.8442915686,28571.6268181202,1067.16814871173,0.0,2003.24638848619,Estuary,7599.15292112178,29605.90370355613,37205.05662467791,23731.7788986034,1.5677314702635885,0.11892540803247502,17.20461687855004,65.78252655160031
Estuary_36,1032.58832157499,139.709199909096,139.169319877645,140.249079940547,190.935906542431,125.25238788988,285.173129212445,1056.570455139,1053.46375976063,1059.67715051737,126.157666285254,0.0,237.241153100903,Estuary,330.645106451527,1182.728121424254,1513.373227875781,1032.58832157499,1.4656114118814143,0.3070861506006841,1.079760062902011,6.213390756739955
Estuary_3601,328.381541136209,44.4300225157291,42.6419277574908,46.2181172739673,60.7210307714964,38.3777349817417,93.9768384570669,606.309448011874,584.343482540825,628.275413482922,72.395157971567,0.0,140.658674660356,Estuary,105.1510532872255,678.704605983441,783.8556592706665,328.381541136209,2.3870271652861628,0.40537049763052385,3.5761895164765036,43.93193094209698
Estuary_3632,485.189040419609,37.1994437289714,36.9430427044695,37.4558447534734,118.162938903792,86.9248063634577,163.043088926884,495.706929597695,492.151899089449,499.261960105942,278.835147898704,194.810126722907,353.643888408375,Estuary,155.3623826327634,774.5420774963991,929.9044601291625,485.189040419609,1.9165817499194697,0.8182338299710104,0.512802049003902,7.1100610164930345
Estuary_364,2868.75980051362,706.439236239484,703.10963877893,709.768833700037,212.166339482983,128.362224002317,473.148058938415,3830.42628956789,3807.83975156107,3853.01282757471,143.233708597893,0.0,270.146816657107,Estuary,918.6055757224669,3973.659998165783,4892.2655738882495,2868.75980051362,1.7053590799105394,0.12388630376696072,6.659194921106973,45.173076013640184
Estuary_3666,201.979665076072,16.9147199554871,16.8144675530754,17.0149723578988,47.7611885985218,34.8007013535667,66.3708119350279,271.078746030281,269.641770767361,272.5157212932,133.173201033315,89.5756268038358,171.809333288278,Estuary,64.6759085540089,404.25194706359605,468.92785561760496,201.979665076072,2.3216587444136603,0.8958049789996984,0.2005048048233995,2.873950525839007
Estuary_37,2036.29795284873,275.511113020433,274.798413031448,276.223813009417,376.531854461258,247.318571728303,561.655086452482,2157.08097732841,2150.31078425462,2163.8511704022,257.561907740706,0.0,484.444291881089,Estuary,652.042967481691,2414.642885069116,3066.685852550807,2036.29795284873,1.506010379404738,0.3113953738031719,1.4253999779689934,13.540386147579738
Estuary_3715,148759.171585971,22291.5083486869,22236.6435923448,22346.3731050291,25342.6659848568,16963.3749594086,38856.1427611934,120852.316894574,120780.0269734,120924.606815747,17579.4490400703,4987.78005254895,28611.6515821379,Estuary,47634.174333543706,138431.7659346443,186065.94026818802,148759.171585971,1.250786343352663,0.2885342434171968,109.72951268429824,144.57984234699688
Estuary_3718,8181.98995020739,634.844803017299,630.624997393271,639.064608641327,1985.11019893861,1458.81564388433,2741.22627554622,9829.14290244074,9783.66533371873,9874.62047116275,5436.5431907447,3790.91048067956,6892.79791441846,Estuary,2619.955001955909,15265.68609318544,17885.64109514135,8181.98995020739,2.18597690830554,0.9070719268599434,8.439611248056053,90.95513744401978
Estuary_3729,49032.7971287392,4205.22114984159,4169.6368082434,4240.80549143979,11495.570818752,8428.7735364579,16053.0291131502,41054.9778987054,40795.5342531027,41314.4215443081,21497.4784221161,15019.4673995443,27253.3034105646,Estuary,15700.791968593589,62552.4563208215,78253.24828941509,49032.7971287392,1.5959368600562487,0.672877159225537,71.1686831963898,518.8872912053994
Estuary_3744,57511.0035818713,12561.1970224406,12522.6169534744,12599.7770914067,5854.40143451044,3716.84361034204,11075.807686489,198848.246323776,198726.168001738,198970.324645815,12529.61964602,1656.01326812726,22056.6679701707,Estuary,18415.59845695104,211377.865969796,229793.46442674703,57511.0035818713,3.9956434441214106,0.31966093330921247,77.16013793230013,244.15664407701115
Estuary_3785,9105.88961684873,698.747230663919,696.364715676661,701.129745651176,2217.04968354721,1636.50473986403,3048.76094764704,6184.18393973314,6170.44539995061,6197.92247951566,3474.31630313874,2438.64661351388,4385.49737836883,Estuary,2915.7969142111288,9658.50024287188,12574.297157083009,9105.88961684873,1.380897165041035,0.6250203139026802,4.76502997451496,27.47707956504928
Estuary_379,15.1179563878025,2.44827814972994,2.23809539113397,2.65846090832591,2.39264266520829,1.4279392677186,4.07875622291202,31.9570762236343,30.5904264659006,33.323725981368,3.10437011713715,0.0,6.06961692953538,Estuary,4.84092081493823,35.06144634077145,39.902367155709676,15.1179563878025,2.6394021871834332,0.3636081915661928,0.4203655171919398,2.733299515467401
Estuary_3837,413.298653426677,31.6876077582233,31.071644415835,32.3035711006117,100.654754055533,73.1097515666706,140.615544790898,538.571759499123,530.301487891316,546.842031106929,302.946614718256,209.911005623646,387.346438700742,Estuary,132.3423618137563,841.518374217379,973.8607360311353,413.298653426677,2.356312385624327,0.9765368588247568,1.231926684776699,16.540543215612956
Estuary_3847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estuary,0.0,0.0,0.0,0.0,,,0.0,0.0
Estuary_3855,26946.7996641672,2269.96473606946,2265.42847132004,2274.50100081888,6358.66998439353,4652.82762704601,8806.83566697514,25465.0643772818,25443.6184865239,25486.5102680398,12504.3692914179,8462.74459947827,16048.0532634956,Estuary,8628.63472046299,37969.4336686997,46598.06838916268,26946.7996641672,1.729261692293908,0.7000103726935247,9.07252949884014,42.89178151590022
Estuary_3857,35623.1053837392,5038.3033324084,5018.22119984363,5058.38546497317,6368.57124251874,4169.8710994861,9619.9672691125,64488.6686752544,64443.2474985176,64534.0898519913,7358.85115797379,0.0,13807.5641307879,Estuary,11406.87457492714,71847.51983322819,83254.39440815532,35623.1053837392,2.3370897486707674,0.38535164895418283,40.16426512954058,90.84235347370122
Estuary_3859,7750.23009683964,682.005290770858,677.410173969395,686.60040757232,1799.69588853817,1301.51769766481,2515.602472468,9493.68822190902,9434.48159508676,9552.89484873128,4286.30452926255,2798.8741416498,5607.18924459078,Estuary,2481.701179309028,13779.99275117157,16261.693930480598,7750.23009683964,2.098220791807424,0.7852670619782561,9.190233602924991,118.4132536445195
Estuary_3894,784.389557628475,60.1391473833752,59.5721861451212,60.7061086216292,191.030232864839,140.169849753226,264.250119882386,731.98444634053,726.853144358231,737.115748322829,411.741251066548,287.712702975133,522.123655062004,Estuary,251.16938024821422,1143.7256974070779,1394.895077655292,784.389557628475,1.778319285474198,0.7684593427707115,1.1339224765079976,10.262603964597929
Estuary_3904,1554.39964055682,119.175820441491,117.873835450836,120.477805432146,378.558488461207,277.350201060792,524.4328001164,2051.98586017177,2028.79391936686,2075.17780097668,1154.24204634662,803.064259749384,1469.91760902515,Estuary,497.734308902698,3206.2279065183902,3703.9622154210883,1554.39964055682,2.38288926398249,0.9861045350336959,2.6039699813100015,46.38388160981981
Estuary_3910,3535.74676284697,297.18874355776,289.68232042076,304.695166694759,834.992727373469,596.294143014475,1183.0628390343,3398.95567426385,3344.19251787352,3453.71883065418,1659.77146392342,1102.12592999617,2166.26830168475,Estuary,1132.1814709312291,5058.727138187271,6190.9086091185,3535.74676284697,1.7509479678158861,0.7055833911838513,15.012846273999003,109.52631278065974
Estuary_3911,1713.08972206343,185.314676228384,172.289698332153,198.339654124614,363.233783673548,242.209118858211,554.145229622745,2079.70427322613,1981.73456003643,2177.67398641582,730.841762936367,429.837854129094,1021.5861311717,Estuary,548.548459901932,2810.5460361624973,3359.094496064429,1713.08972206343,1.9608397930368608,0.6386563018381153,26.04995579246099,195.93942637938994
Estuary_3913,67082.0346597787,6356.61562292876,6352.11919334972,6361.1120525078,15123.722695479,10905.5068760625,21189.5002783053,112448.702050417,112380.99899708,112516.405103754,45055.9292505263,28371.2039584657,59676.0164565083,Estuary,21480.33831840776,157504.63130094332,178984.9696193511,67082.0346597787,2.6681505790203404,0.8971053464794211,8.992859158080137,135.40610667401052
Estuary_3916,1057.87651693884,214.962722521104,212.21182021093,217.713624831279,123.779916967881,78.2635603089042,222.005510873309,3336.09558463431,3329.88029207446,3342.31087719417,228.12793026238,8.50302826242585,421.068843274307,Estuary,338.742639488985,3564.22351489669,3902.966154385675,1057.87651693884,3.6894345340792936,0.33265493807213997,5.501804620348992,12.430585119710031
Estuary_3922,39620.0859479774,3356.60488011311,3350.95530192234,3362.25445830388,9330.14284128872,6888.45905448551,12925.5933992814,36666.6971374358,36602.4754712445,36730.918803627,19340.8975591817,13570.3914885887,24411.9391414972,Estuary,12686.747721401829,56007.5946966175,68694.34241801934,39620.0859479774,1.733826183724525,0.7236491217640599,11.299156381539888,128.44333238249965
Estuary_3923,27005.5365944393,2143.47884673924,2136.80717282172,2150.15052065676,6503.96402616617,4787.26489913599,8967.6891523202,33644.2923133116,33566.9128210266,33721.6718055966,18093.6318017301,12560.5839045444,22962.4037632389,Estuary,8647.442872905409,51737.92411504169,60385.3669879471,27005.5365944393,2.236036554088728,0.9108352926770265,13.343347835039822,154.75898456999857
Estuary_3924,221008.646834932,18367.2142593592,18341.011437713,18393.4170810054,52401.9645436543,38430.8596038509,72440.1409788299,205677.835026393,205463.192093708,205892.477959077,103205.157459947,70305.0622769751,132066.154326929,Estuary,70769.17880301349,308882.99248634,379652.1712893535,221008.646834932,1.7178159168265934,0.7040770767662403,52.405643292397144,429.2858653689909
Estuary_3934,38296.251897734,3493.63067670318,3468.02243569714,3519.23891770921,8769.21214347024,6421.93335386333,12313.1323179358,34443.2698181731,34247.2972105171,34639.2424258292,17086.0962220985,11878.0184000053,21706.4963309263,Estuary,12262.84282017342,51529.366040271605,63792.208860445025,38296.251897734,1.6657559343090604,0.6751393957458955,51.21648201207017,391.94521531210194
Estuary_3939,9855.13499605407,834.507493860309,831.824823273072,837.190164447547,2321.20528322616,1693.49048043686,3220.45801252928,11349.4999858484,11314.9867213036,11384.0132503931,5474.56485075637,3668.80724430091,7066.23382147655,Estuary,3155.712777086469,16824.06483660477,19979.77761369124,9855.13499605407,2.0273469233745667,0.7910363619680405,5.36534117447502,69.0265290895004
Estuary_3941,2966.6855064438,238.37505127371,235.427147464352,241.322955083067,711.587314744659,517.787311922124,991.291565050003,2165.61228649696,2145.04223239964,2186.18234059428,1136.11128872139,776.481311045028,1457.99056533895,Estuary,949.962366018369,3301.7235752183506,4251.685941236719,2966.6855064438,1.4331434633033497,0.6228157987938892,5.895807618714997,41.140108194640106
Estuary_3944,11329.0096840213,1058.81990210288,1055.78606668304,1061.85373752272,2568.84228881759,1878.77174801359,3601.00744513473,11019.8360937757,10981.5438778789,11058.1283096726,5132.84257837114,3495.71831242852,6577.43698226114,Estuary,3627.66219092047,16152.678672146842,19780.34086306731,11329.0096840213,1.745990286420707,0.6798197796627685,6.067670839679977,76.58443179370079
Estuary_3949,32416.1805979529,2487.71425148887,2482.35722135457,2493.07128162316,7892.27093778163,5832.92559877133,10839.5019955349,33293.9412175706,33255.2957591052,33332.586676036,18702.2231304659,13140.6950041112,23582.5398239529,Estuary,10379.985189270501,51996.1643480365,62376.14953730701,32416.1805979529,1.9242288383982564,0.8204080054368584,10.714060268589947,77.29091693079681
Estuary_3953,19077.8355530139,2057.12268903903,2032.61853518175,2081.62684289632,4051.79103339154,2813.30085728408,5841.37433372167,22954.8560936026,22731.810844485,23177.9013427203,6678.47729613892,3483.40908082936,9536.02198977664,Estuary,6108.9137224305705,29633.33338974152,35742.24711217209,19077.8355530139,1.8734959221579806,0.562446840455929,49.00830771456981,446.0904982352986
Estuary_3973,2004.17165286224,156.096383844526,154.275713604524,157.917054084528,485.659421118492,354.927381044626,674.208848104301,1486.38061009581,1470.74115209792,1502.02006809369,817.181700763889,565.455489035417,1043.04129086278,Estuary,641.755804963018,2303.562310859699,2945.318115822717,2004.17165286224,1.4695937404445307,0.6500646389353626,3.641340480004004,31.27891599577015
Estuary_3990,1852.40337321755,376.412242769488,371.369174845411,381.455310693565,216.745841368504,136.960673460567,388.975109809917,4551.28909427689,4538.29177845031,4564.28641010347,311.2249438791,11.5887719288724,575.014973080034,Estuary,593.158084137992,4862.51403815599,5455.672122293982,1852.40337321755,2.9451858062737704,0.285019339135914,10.086135848154015,25.994631653160468
Estuary_3993,7046.37992097974,546.583666333996,543.805857991218,549.361474676774,1709.73764816293,1258.40119552384,2357.24033995883,5902.66102617314,5871.42425031418,5933.8978020321,3264.57980992869,2274.63939634243,4141.99292038557,Estuary,2256.321314496926,9167.24083610183,11423.562150598755,7046.37992097974,1.6211958876339447,0.7059394346991134,5.5556166855560605,62.47355171791969
Estuary_401,1163.22133406441,286.446146751921,285.205655639785,287.686637864057,86.0289566288443,52.0681700787672,191.778460570479,1682.34903839163,1674.96657113956,1689.73150564369,62.9092100221867,0.0,118.472376730237,Estuary,372.4751033807653,1745.2582484138168,2117.733351794582,1163.22133406441,1.8205764369838482,0.12803940427281055,2.4809822242719974,14.764934504129997
Estuary_4014,3327.52502560261,255.121343712952,253.840746879779,256.401940546125,810.38544473526,597.27234559948,1116.10256473019,2861.15760100184,2845.46069430269,2876.85450770099,1609.40115056353,1126.32819149482,2037.77194295486,Estuary,1065.5067884482119,4470.55875156537,5536.065540013582,3327.52502560261,1.663718679023611,0.7272031244484991,2.5611936663459858,31.3938133982997
Estuary_4017,15205.1670676168,2947.76006290726,2935.11460785097,2960.40551796355,1921.08648381432,1345.83370886688,3306.71728879489,24298.8084671812,24171.5596750105,24426.0572593518,4391.53612542797,2873.34943028813,5736.59893202403,Estuary,4868.84654672158,28690.34459260917,33559.19113933075,15205.1670676168,2.2070912466857027,0.4151629890793239,25.29091011258015,254.49758434130126
Estuary_4021,23797.6182061343,3219.81774328997,3148.03832325469,3291.59716332525,4400.41758249629,2833.23449092922,6692.91423209468,34113.2578196015,33861.9577011289,34364.5579380741,4073.22481428078,0.0,7693.55774733002,Estuary,7620.235325786261,38186.48263388228,45806.717959668546,23797.6182061343,1.9248446446569587,0.3560710287634089,143.5588400705601,502.60023694519623
Estuary_4024,17352.9650610318,1820.57111251843,1813.0476506744,1828.09457436247,3736.02182967455,2662.33202728127,5323.16659156631,24128.8223879953,24019.9015451952,24237.7432307954,8459.88046719506,5100.0688212046,11430.8482410681,Estuary,5556.59294219298,32588.70285519036,38145.29579738334,17352.9650610318,2.198200461029179,0.702813741281425,15.04692368806991,217.84168560020044
Estuary_4027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estuary,0.0,0.0,0.0,0.0,,,0.0,0.0
Estuary_4040,8954.18886173244,1475.00374942709,1471.21268615721,1478.79481269696,1392.21706598826,1000.85704663613,2205.53905836567,17127.6235805028,17093.5162738661,17161.7308871396,4458.53021863873,3063.1728664697,5685.41907962003,Estuary,2867.22081541535,21586.15379914153,24453.37461455688,8954.18886173244,2.7309424663872552,0.653408965901016,7.582126539749879,68.21461327350335
Estuary_4043,14158.7373677782,1097.59331533979,1092.00023347382,1103.18639720576,3436.17597719645,2529.23887027523,4737.31194513385,9403.60766220171,9348.57122863336,9458.64409577006,5205.63596228475,3625.97001588512,6607.61267877095,Estuary,4533.76929253624,14609.24362448646,19143.0129170227,14158.7373677782,1.352028250809107,0.6103518777845146,11.186163731940042,110.07286713669964
Estuary_4046,190.318247962872,14.6401422159203,14.5220994699782,14.7581849618623,46.3016639642711,34.0085317643698,63.9801122726776,329.119999665086,324.066492168919,334.173507161254,184.247805953602,127.500327496291,235.726892280956,Estuary,60.9418061801914,513.3678056186881,574.3096117988795,190.318247962872,3.017627673363817,1.2113891988058318,0.23608549188410066,10.107014992334996
Estuary_4052,20686.1410173846,1710.05363427051,1697.65283295457,1722.45443558645,4913.85558090621,3581.57043096184,6828.91020243664,30237.69449261,30074.2174331209,30401.1715520991,15170.3344668317,10270.9805088952,19513.3468285868,Estuary,6623.90921517672,45408.0289594417,52031.938174618415,20686.1410173846,2.5153042382767694,0.9709007606038839,24.801602631880087,326.9541189781994
Estuary_4058,12072.0188174,953.992656566282,947.456734981339,960.528578151226,2911.58848895338,2134.63568147994,4027.89240056503,9158.90814218678,9084.74181879029,9233.07446558327,4927.90184964611,3397.57157379761,6293.22221617677,Estuary,3865.5811455196617,14086.80999183289,17952.39113735255,12072.0188174,1.4871076171184292,0.6493934823312273,13.071843169887075,148.33264679298009
Estuary_4070,167.67146056423,13.5603849185493,13.4874531389902,13.6333166981084,40.1296934687226,29.3840268599828,55.550829809476,100.252156162571,99.686560022123,100.817752303018,52.06781543189,35.6182628476345,66.6583048573649,Estuary,53.690078387271896,152.31997159446098,206.0100499817329,167.67146056423,1.2286530414209431,0.5498700171773983,0.14586355911820093,1.131192280894993
Estuary_4071,10983.14886791,2353.14423318528,2338.54579937977,2367.74266699079,1163.76986580819,732.528461549398,2167.81566775752,8657.59488722519,8641.63251343732,8673.55726101306,505.402090345849,0.0,949.376102908514,Estuary,3516.91409899347,9162.99697757104,12679.91107656451,10983.14886791,1.1544877729566265,0.1519757199168027,29.196867611020025,31.924747575740184
Estuary_4072,103057.374746557,8085.38483052639,8070.0830166266,8100.68664442618,24914.6171370687,18372.9067863231,34275.1364507113,154919.720030158,154595.273561258,155244.166499058,84266.4019188127,58631.0564004905,106812.89166923,Estuary,33000.00196759509,239186.12194897071,272186.1239165658,103057.374746557,2.641112531596475,1.0594197584052951,30.603627799579954,648.8929377999739
Estuary_4074,9453.26568245123,2672.08658429483,2659.31556376815,2684.85760482152,354.943619882872,185.80588124846,1213.39994513917,20072.1589068314,20007.8986006075,20136.4192130554,314.087694997604,0.0,590.799816815684,Estuary,3027.030204177702,20386.246601829003,23413.276806006706,9453.26568245123,2.476739530284274,0.07077250733811982,25.542041053370212,128.52061244790093
Estuary_4087,15749.0827223208,1221.98182490279,1219.04379222382,1224.91985758177,3821.03195361155,2819.83874193056,5254.20168557028,26234.1009164698,26121.9625920313,26346.2392409084,14503.4664944337,10114.704805556,18383.8873692103,Estuary,5043.01377851434,40737.5674109035,45780.58118941784,15749.0827223208,2.906872863429317,1.1635279826217673,5.876065357949983,224.2766488770976
Estuary_4091,33216.1409899566,2587.39389262227,2584.11967829689,2590.66810694766,8048.74661377174,5943.94817950394,11058.8192130623,50802.6114687664,50708.2774169201,50896.9455206128,27924.9956010553,19491.1242869652,35338.4029379558,Estuary,10636.140506394011,78727.60706982171,89363.74757621571,33216.1409899566,2.6903711542902045,1.0830199157001485,6.548428650769893,188.6681036926966
Estuary_4095,5246.84526922071,414.454126267634,412.639875887772,416.268376647497,1265.63819738953,930.262310371297,1746.51559671539,3756.7527013536,3738.66976382841,3774.83563887878,2022.60686839714,1399.37345555657,2574.34588414679,Estuary,1680.092323657164,5779.35956975074,7459.451893407904,5246.84526922071,1.4217022821631298,0.6267089836013133,3.628500759725,36.16587505037023
Estuary_4096,38983.6599381476,3003.3501785525,2999.83187369071,3006.86848341429,9479.60757024175,7010.56441407587,13011.157914283,67334.9745838193,67244.8018088722,67425.1473587665,37641.1671041268,26411.9906016603,47499.23056671,Estuary,12482.95774879425,104976.1416879461,117459.09943674035,38983.6599381476,3.013034169267425,1.2087314210397764,7.0366097235801135,180.34554989429307
Estuary_4098,4526.41937250197,347.040573289726,345.423060077197,348.658086502256,1102.36417397913,812.760141358109,1517.68814124511,4324.53200632084,4306.66109773284,4342.40291490884,2432.54925355547,1704.72001785258,3075.86873139376,Estuary,1449.4047472688562,6757.08125987631,8206.486007145166,4526.41937250197,1.8130193717797396,0.780951373840706,3.2350264250590044,35.74181717600004
Estuary_4103,42068.1994282786,3264.52632508406,3248.17672933493,3280.87592083319,10206.131813845,7512.13361287989,14070.8024612277,40324.5589021412,40118.6875119335,40530.4302923488,22289.0848004625,15530.5999572898,28276.6540993897,Estuary,13470.65813892906,62613.6437026037,76084.30184153277,42068.1994282786,1.808594208346085,0.7724413465736292,32.69919149826001,411.7427804152976
Estuary_4104,23368.0030344534,1791.62479265154,1780.22917717545,1803.02040812763,5691.04345901078,4188.77453453048,7848.44177655557,14295.0307524043,14202.2138082024,14387.8476966061,8040.95479822741,5621.70963241346,10191.3921184293,Estuary,7482.66825166232,22335.98555063171,29818.65380229403,23368.0030344534,1.2760462996487076,0.5876410678735344,22.79123095217983,185.63388840370135
Estuary_4108,19835.1670292428,1520.76225613205,1515.68882791274,1525.83568435136,4830.6565783018,3566.32665391232,6641.8729789412,17657.963740689,17615.213928777,17700.713552601,9932.60460413756,6972.68884680756,12538.0054330924,Estuary,6351.418834433851,27590.56834482656,33941.98717926041,19835.1670292428,1.7112024884499364,0.7442972958419772,10.146856438620034,85.49962382399826
Estuary_4123,25563.7124100217,2159.4680054168,2157.1772943709,2161.75871646269,6026.28834539624,4425.82822478213,8340.97373079754,57405.4864792949,57307.3313794855,57503.6415791043,28826.1594780837,19733.8029165958,36815.2379852951,Estuary,8185.756350813041,86231.6459573786,94417.40230819164,25563.7124100217,3.693415134461352,1.3633562787937166,4.581422091789591,196.31019961879792
Estuary_4128,106383.714037108,11652.3502124898,11637.2822966956,11667.418128284,22412.7788593325,15735.0902130206,32049.9808920099,210000.486924836,209674.123325346,210326.850524326,60775.3245246239,32185.6681080245,85880.6990843984,Estuary,34065.1290718223,270775.8114494599,304840.94052128226,106383.714037108,2.865485034814162,0.7819627669225698,30.135831588400833,652.727198979992
Estuary_4136,2540.05440963702,343.669361623889,340.59934600356,346.739377244217,469.681460885981,306.539411403204,705.036733729908,10107.3286586231,10079.9571110467,10134.7002061996,1206.84521296993,0.0,2268.96273273125,Estuary,813.35082250987,11314.17387159303,12127.5246941029,2540.05440963702,4.774513745883087,0.6600357328941984,6.140031240656981,54.74309515290042
Estuary_4146,8563.40274250192,656.556088267622,649.758648963658,663.353527571586,2085.53110390892,1528.84387991449,2887.53888472337,5323.10884948587,5281.8542684445,5364.36343052724,2994.2487278358,2090.73398125928,3799.75742995679,Estuary,2742.087192176542,8317.35757732167,11059.444769498212,8563.40274250192,1.2914778274537906,0.5931964178833646,13.59487860792808,82.50916208273975
Estuary_4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estuary,0.0,0.0,0.0,0.0,,,0.0,0.0
Estuary_4155,48.2139850364285,5.66294907244448,5.51428494507789,5.81161319981106,9.77565107607028,6.59924728797094,14.4953512478194,256.8303400519,256.012803642397,257.647876461402,62.105513815225,28.6761975535642,91.566587035258,Estuary,15.43860014851476,318.935853867125,334.37445401563974,48.2139850364285,6.935217111031171,1.4908779026870491,0.2973282547331699,1.6350728190050177
Estuary_4167,1393.39558664207,110.827903653601,109.968827148928,111.686980158274,335.351297145056,245.454806793571,464.609271431243,1007.74145838641,1001.1691733244,1014.31374344842,536.944839391093,369.751029693194,685.557657829389,Estuary,446.179200798657,1544.6862977775031,1990.86549857616,1393.39558664207,1.4287869989411455,0.6260218884705144,1.718153009345997,13.144570124019992
Estuary_4168,17046.7146864404,1331.34177907352,1316.44679290341,1346.23676524362,4127.18673067157,3021.54100159235,5728.17790285652,19123.365948325,18928.3567565998,19318.3751400503,10617.2968208315,7388.03608928034,13512.7030729025,Estuary,5458.528509745091,29740.6627691565,35199.19127890159,17046.7146864404,2.0648665696798667,0.8649457577436542,29.78997234021017,390.01838345050055
Estuary_4170,231.412967170847,27.1804922742153,26.3967848203934,27.9641997280372,46.9202539435618,31.5904804289494,69.7484301665592,4544.12432186243,4527.64884242012,4560.59980130473,1098.83892920321,507.145544328956,1620.81117987289,Estuary,74.1007462177771,5642.96325106564,5717.063997283417,231.412967170847,24.705028707672362,4.95114512014741,1.5674149076438013,32.95095888461037
