Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
OpenCoast_61926,1037.65662117077,80.5479276222259,76.7673551791096,84.3285000653422,251.720099042866,177.46291931574,361.524404583148,1075.78305784753,1019.76347705421,1131.80263864086,594.361423360078,394.539108351719,789.309134346761,OpenCoast,332.2680266650919,1670.144481207608,2002.4125078726997,1037.65662117077,1.929744837568147,0.8153771730847964,7.561144886232597,112.03916158665015
OpenCoast_61927,300.657202898082,33.2983653155621,32.4716763888826,34.1250542422417,62.9750776244327,42.8994154996299,92.3311039904807,1840.38673035392,1819.54184447413,1861.23161623371,497.312836421811,245.149751511217,723.602119969642,OpenCoast,96.2734429399948,2337.699566775731,2433.9730097157258,300.657202898082,8.09550872639763,1.8635439585200038,1.6533778533591033,41.689771759580026
OpenCoast_61931,203.9404403023,27.5931415729012,25.9375912040386,29.2486919417638,37.7106268162983,23.3438320836347,59.4723402815863,574.071897912363,564.26044938707,583.883346437656,68.5458982581926,0.0,130.720152187535,OpenCoast,65.3037683891995,642.6177961705556,707.9215645597551,203.9404403023,3.471217201994887,0.5210174348794546,3.311100737725198,19.622897050585948
OpenCoast_61932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61934,268.825382978118,20.6108421129323,20.3805668377497,20.8411173881149,65.4697337704909,47.9542749123523,90.7201580423827,381.338929896515,376.65575328141,386.022106511621,214.50314806679,149.092902340558,273.432325445732,OpenCoast,86.08057588342321,595.842077963305,681.9226538467282,268.825382978118,2.53667509478536,1.0414674341227306,0.4605505503651983,9.366353230211018
OpenCoast_61936,29019.7022663869,2233.40576720242,2226.56928788788,2240.24224651695,7058.99309551734,5210.69014232298,9706.19032656493,43886.8320800172,43723.2580045493,44050.4061554851,24551.5596937472,17187.1652760944,31054.4586473336,OpenCoast,9292.398862719761,68438.3917737644,77730.79063648416,29019.7022663869,2.678552313285399,1.0892790180648608,13.672958629070308,327.1481509357982
OpenCoast_61938,365.552838341143,28.0269361156155,27.6441287735867,28.4097434576442,89.026738249602,65.0450088790275,123.665942109745,408.32795939671,402.719563677145,413.936355116276,229.68447716065,159.40982728887,293.204918207362,OpenCoast,117.0536743652175,638.01243655736,755.0661109225775,365.552838341143,2.065545748048415,0.8718608692974305,0.7656146840574998,11.216791439130986
OpenCoast_61939,57.3878677308882,5.1877125526288,4.70091724810868,5.67450785714892,13.1884565734789,8.6674444763436,20.0881295069616,1512.26469470129,1497.35014833203,1527.17924107055,650.23154673084,415.427363945431,860.467923178177,OpenCoast,18.3761691261077,2162.49624143213,2180.872410558238,57.3878677308882,38.00232517411366,11.560283201587616,0.9735906090402402,29.829092738520103
OpenCoast_61941,4971.52274697314,672.647027665466,670.993990703527,674.300064627405,919.284271142803,603.894591633174,1371.07679807572,7372.55130017442,7356.92190076172,7388.18069958712,880.304632856647,0.0,1654.07030587771,OpenCoast,1591.931298808269,8252.855933031067,9844.787231839337,4971.52274697314,1.9802357814480953,0.3619794166877967,3.3060739238781025,31.258798825399936
OpenCoast_61943,3734.90820839214,505.333080595457,503.377090072734,507.28907111818,690.621876813791,453.039381065461,1031.4877779403,7747.80154680629,7720.13628178255,7775.46681183003,925.110632454483,0.0,1740.77615190225,OpenCoast,1195.954957409248,8672.912179260773,9868.867136670022,3734.90820839214,2.642331909120337,0.4326030036395029,3.911981045445998,55.33053004747944
OpenCoast_61944,4.11209507928439,0.556366464227178,0.524679376259205,0.588053552195151,0.760367501110476,0.472211438633284,1.19570888946347,6.56348139803406,6.37966689467515,6.74729590139297,0.783699271407052,0.0,1.51058863464022,OpenCoast,1.316733965337654,7.347180669441112,8.663914634778767,4.11209507928439,2.106934413658186,0.37549393745687304,0.06337417593594596,0.36762900671782006
OpenCoast_61945,5164.47239806882,535.626745517577,530.920648359505,540.33284267565,1118.08896106804,785.04550604482,1597.84096916345,8130.17450190132,8089.68537022392,8170.66363357871,2611.90680090463,1458.78353743158,3632.50165461043,OpenCoast,1653.7157065856168,10742.08130280595,12395.797009391566,5164.47239806882,2.4002058785379115,0.7222413974692649,9.412194316145019,80.97826335479022
OpenCoast_61946,149.000873707616,17.3163519028642,16.6428304819367,17.9898733237916,30.3952178670516,20.1709992432415,45.5400676049777,737.41495029646,731.351107735297,743.478792857623,171.990889584417,74.3709688856454,258.981027518951,OpenCoast,47.7115697699158,909.405839880877,957.1174096507928,149.000873707616,6.423569109594227,1.3582880584217936,1.3470428418549005,12.127685122326056
OpenCoast_61948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61953,4211.96925008613,450.370600045436,443.214842047199,457.526358043673,898.344073524645,622.352379556376,1298.57351960281,17702.5702817793,17604.8305615167,17800.310002042,5265.87916140078,2800.36396575656,7450.51112013366,OpenCoast,1348.714673570081,22968.449443180078,24317.16411675016,4211.96925008613,5.773347969302696,1.4635014808807953,14.311515996473986,195.47944052529783
OpenCoast_61956,40599.5862820914,3167.66365123755,3160.04114063129,3175.2861618438,9832.72987215093,7251.77957434068,13527.2858105303,39222.1759376593,39123.0782545867,39321.273620732,21508.1086129886,14992.2366703871,27244.931325324,OpenCoast,13000.39352338848,60730.284550647906,73730.67807403639,40599.5862820914,1.8160450592216804,0.7719497008511161,15.245021212509982,198.1953661453008
OpenCoast_61958,5.06998454427432,0.388715715009512,0.38252945971712,0.394901970301904,1.23474403591257,0.90006931698146,1.71898504719652,5.45555531340393,5.3867055429596,5.52440508384826,3.06874986378971,2.13223761075484,3.91312026772585,OpenCoast,1.623459750922082,8.52430517719364,10.147764928115722,5.06998454427432,2.0015376456277143,0.8488179524259775,0.012372510584784002,0.13769954088865966
OpenCoast_61959,7188.82467624942,551.167187928043,547.637424115327,554.696951740758,1750.76636165378,1288.55864497724,2414.56320169507,9425.34451993876,9346.49972390051,9504.18931597701,5301.75629246555,3699.65614071062,6732.13409881705,OpenCoast,2301.933549581823,14727.100812404311,17029.034361986134,7188.82467624942,2.3688203745247804,0.9810397348289204,7.059527625430974,157.68959207650005
OpenCoast_61960,19384.2096622933,3065.35527564633,3052.77883415367,3077.93171713899,3141.66250031661,2053.13333014039,4910.18123230604,46042.4038586866,45978.2252035103,46106.5825138629,4869.90253230714,275.898382376493,8901.71004077672,OpenCoast,6207.0177759629405,50912.30639099374,57119.32416695668,19384.2096622933,2.946693476911095,0.41330367201960616,25.152882985320048,128.3573103525996
OpenCoast_61962,61798.2342650778,7950.93547597871,7938.77822507557,7963.09272688185,11837.4771180418,8245.32072690342,17438.3008966802,119692.461182851,119517.810109532,119867.11225617,29100.1211086916,14937.0032538073,41534.2673051324,OpenCoast,19788.41259402051,148792.5822915426,168580.99488556312,61798.2342650778,2.7279257553290366,0.66243961034769,24.314501806279623,349.30214663800143
OpenCoast_61963,97402.5848948281,8154.41240303645,8143.13169342204,8165.69311265086,23034.8693061365,16861.5117829767,31864.6026496293,158875.42972054,158673.899269843,159076.960171238,78090.6698638167,52747.2919943602,100334.61713385,OpenCoast,31189.281709172952,236966.0995843567,268155.38129352964,97402.5848948281,2.753062268142826,1.0382223354661995,22.56141922881943,403.060901394987
OpenCoast_61964,3940.01489831171,302.080942253559,299.961906891695,304.199977615424,959.551228334835,705.792722098105,1324.16460844361,4152.92387806472,4133.58321910301,4172.26453702643,2336.01968141141,1636.21002422828,2955.35404706039,OpenCoast,1261.6321705883938,6488.943559476131,7750.575730064525,3940.01489831171,1.9671437621684207,0.8364361543806323,4.238070723729038,38.681317923419556
OpenCoast_61967,340.294430882296,32.5365145827941,31.4418378174781,33.6311913481101,76.4291651300259,53.6360579666819,110.727853473469,586.191992265207,580.989350683697,591.394633846716,247.306081742549,160.055075420386,325.257982292319,OpenCoast,108.96567971281999,833.498074007756,942.463753720576,340.294430882296,2.769553857455174,0.9513386570365332,2.189353530632001,10.405283163019021
OpenCoast_61968,596.348210046296,46.9367877215378,46.66404567562,47.2095297674556,144.019872617387,105.748368498904,198.959925724119,936.761244272402,932.163467926037,941.359020618767,507.071654003843,351.329921893598,644.979594081457,OpenCoast,190.9566603389248,1443.832898276245,1634.7895586151699,596.348210046296,2.7413338902924806,1.091797570031583,0.545484091835597,9.195552692729962
OpenCoast_61969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_61970,747.260213717234,117.831667873773,116.381254820473,119.282080927073,121.448525160623,85.1561647176178,191.176005224928,1734.84235312886,1730.41034654141,1739.27435971631,419.109683824275,263.299021431273,556.271423442994,OpenCoast,239.280193034396,2153.952036953135,2393.2322299875314,747.260213717234,3.202675836416388,0.7233868457895005,2.900826106599993,8.864013174900037
OpenCoast_61975,25611.3273400781,1967.47405734141,1963.94157574037,1971.00653894244,6233.52907022501,4608.14133918915,8559.01044450564,34150.8991633189,34030.6673873406,34271.1309392972,19155.7296988063,13422.2678512615,24215.9707959522,OpenCoast,8201.00312756642,53306.6288621252,61507.631989691625,25611.3273400781,2.401579237693038,0.9913292830122363,7.064963202070203,240.46355195659999
OpenCoast_61978,1497.78921782903,202.650881172268,198.211095820341,207.090666524195,276.956204268766,178.389986238307,421.084355265862,5386.12770212912,5361.38622539214,5410.8691788661,643.119725627358,0.0,1211.3886221342,OpenCoast,479.607085441034,6029.247427756478,6508.854513197512,1497.78921782903,4.345641186168884,0.6142893265246813,8.879570703854,49.48295347396015
OpenCoast_61979,869.292468109287,117.615270935187,115.18765584029,120.042886030083,160.740870278088,103.668890256261,244.087201594502,4270.45923100944,4242.33068672008,4298.5877752988,509.905579822023,0.0,962.370397454956,OpenCoast,278.356141213275,4780.364810831464,5058.720952044739,869.292468109287,5.819354403297049,0.7714854030183518,4.855230189792991,56.25708857871996
OpenCoast_61981,951.799197834857,72.9744444979985,72.1207152700286,73.8281737259684,231.801176640701,169.695800635361,321.369697395392,1497.9139435989,1482.90694269202,1512.92094450578,842.57659327438,586.983998148924,1071.65233569159,OpenCoast,304.7756211386995,2340.49053687328,2645.2661580119793,951.799197834857,2.7792271353342213,1.128786168720319,1.7074584559398005,30.014001813759933
OpenCoast_61984,5800.26571962463,946.261902783789,924.820919387052,967.702886180526,911.041183297213,581.029835658559,1466.72270559875,10621.2214791734,10558.0786084725,10684.3643498742,1021.60757248378,0.0,1926.90187783669,OpenCoast,1857.303086081002,11642.82905165718,13500.132137738181,5800.26571962463,2.3275023577043736,0.33320003758484124,42.88196679347402,126.28574140169985
OpenCoast_61986,3890.35051903535,298.27317429444,296.369597675298,300.176750913583,947.455965405869,697.340229824229,1306.65173927089,4816.2752112085,4786.22788123007,4846.32254118694,2709.15480630478,1894.54853632024,3432.81180000742,OpenCoast,1245.7291397003091,7525.430017513279,8771.159157213588,3890.35051903535,2.2545935422262366,0.9399180752014451,3.807153238285025,60.09465995686969
OpenCoast_61989,1204.68129601828,189.960075165846,186.279650936984,193.640499394708,195.790922632167,136.300821495695,310.351872102846,1553.22507070804,1544.72639416091,1561.72374725516,375.233903598405,235.045374511631,499.485482009898,OpenCoast,385.75099779801303,1928.458974306445,2314.209972104458,1204.68129601828,1.9210142796716434,0.4740048908519845,7.360848457723989,16.997353094250002
OpenCoast_61990,4093.75218137711,313.867979746183,310.601349304481,317.134610187886,996.992406252582,730.826704245837,1380.4683031708,4975.81626662498,4920.05428356975,5031.57824968021,2798.89664997655,1947.52148724636,3564.03459352348,OpenCoast,1310.860385998765,7774.71291660153,9085.573302600294,4093.75218137711,2.2193755019982597,0.9272395807193735,6.533260883404978,111.5239661104606
OpenCoast_61992,23770.0174559186,1901.14497734076,1897.9740500082,1904.31590467332,5710.25231221895,4202.39251254307,7867.4081183681,32164.3103314544,32114.5868473979,32214.0338155109,16993.6240586129,11731.9463131084,21615.0615359211,OpenCoast,7611.39728955971,49157.9343900673,56769.33167962701,23770.0174559186,2.388274715612031,0.9551476524127965,6.341854665119854,99.44696811299946
OpenCoast_61993,121905.749537064,23597.1136425067,23566.5030071534,23627.72427786,15438.3264167566,10555.68818208,26468.5160164891,160437.274170235,160296.839113612,160577.709226858,23335.3820987795,12787.3108822833,32583.6382809924,OpenCoast,39035.4400592633,183772.6562690145,222808.09632827778,121905.749537064,1.8277078577047396,0.31806300082464456,61.22127070660281,280.87011324599735
OpenCoast_61994,15013.0705624643,2005.46774815298,2002.93749011091,2007.99800619506,2801.86757665371,1984.85739983049,4161.29014113885,23055.1310958693,23034.1996167344,23076.0625750042,6358.31771883288,3794.30528529418,8606.61841386199,OpenCoast,4807.33532480669,29413.44881470218,34220.78413950887,15013.0705624643,2.279399407145113,0.6101473550912961,5.060516084150095,41.86295826980131
OpenCoast_61995,12759.1133627391,2128.21342448274,2109.61805378961,2146.80879517588,1957.38226539995,1392.55121273277,3135.41281724626,34284.7927074597,34247.8804878307,34321.7049270887,8532.42703930509,5780.3311381674,10946.8327603299,OpenCoast,4085.59568988269,42817.21974676479,46902.815436647485,12759.1133627391,3.676024665916009,0.8221424958366473,37.19074138627002,73.8244392580018
OpenCoast_61996,10560.7787098855,824.498725480756,821.376816264505,827.620634697006,2557.16822521168,1883.20293341706,3523.03989996837,13520.3836653871,13463.3050003742,13577.4623303999,7407.1595296336,5153.04155938909,9399.91344757873,OpenCoast,3381.666950692436,20927.5431950207,24309.210145713136,10560.7787098855,2.3018387955575954,0.9435220667504463,6.24381843250103,114.1573300257005
OpenCoast_61997,2791.91333000665,214.05599501161,213.474417310083,214.637572713138,679.94257238982,502.292746611959,934.304728280717,2709.39478667956,2701.35908691517,2717.43048644395,1524.03456750725,1069.28797190392,1924.84659456446,OpenCoast,893.99856740143,4233.42935418681,5127.42792158824,2791.91333000665,1.83652832861256,0.7894145983005211,1.1631554030550149,16.071399528780148
OpenCoast_61999,395.38869766287,52.4770931185618,51.8817467414581,53.0724394956655,74.1303217600657,48.6077028762294,111.039986491733,581.393574743623,576.165515336744,586.621634150502,77.6352166092996,7.27281947357242,140.395798745511,OpenCoast,126.6074148786275,659.0287913529227,785.6362062315502,395.38869766287,1.9869971268157658,0.3838388382532089,1.1906927542073973,10.456118813758053
OpenCoast_62000,2419.24008414046,752.84332178367,748.339022240009,757.347621327331,21.821545558947,0.0,241.473154626106,2210.2821952558,2205.65449049511,2214.90990001649,0.0,0.0,0.0,OpenCoast,774.6648673426171,2210.2821952558,2984.9470625984172,2419.24008414046,1.2338366424095313,0.009020000000000021,9.008599087322068,9.255409521379988
OpenCoast_62001,4705.91738222863,1464.43443017573,1461.18765788709,1467.68120246436,42.4473747877023,0.0,467.95632542342,6825.55157733331,6817.5223724247,6833.58078224192,0.0,0.0,0.0,OpenCoast,1506.8818049634324,6825.55157733331,8332.433382296742,4705.91738222863,1.7706289136658546,0.009020000000000012,6.493544577270086,16.05840981722031
OpenCoast_62003,9152.89437671016,809.129603986876,807.716875349198,810.542332624554,2121.71870437948,1541.10949221499,2952.45573759052,11718.0103948954,11692.5996714646,11743.4211183262,5247.63697197577,3430.51262214909,6845.91075460042,OpenCoast,2930.848308366356,16965.64736687117,19896.495675237526,9152.89437671016,2.1737927759621933,0.805139377015736,2.8254572753560296,50.821446861598815
OpenCoast_62005,2102.17741603906,300.061977109429,241.475759457421,358.648194761436,373.076253280439,201.714413465037,672.556740771655,5316.56204753847,5156.44937320661,5476.67472187033,808.311373262131,215.298101113227,1361.14192977825,OpenCoast,673.138230389868,6124.873420800602,6798.01165119047,2102.17741603906,3.233795396774521,0.5619828362386988,117.17243530401501,320.22534866372007
OpenCoast_62006,536.528345198456,41.1356282263657,40.8807118688137,41.3905445839176,130.666113189632,96.1899102795616,180.170605835877,711.070983114662,707.053924000824,715.088042228501,399.977428001998,279.875511583659,506.520696578521,OpenCoast,171.8017414159977,1111.04841111666,1282.8501525326576,536.528345198456,2.3910202769587974,0.9890316997051679,0.5098327151039044,8.034118227676913
OpenCoast_62007,13556.157212096,1160.43763175483,1150.89207849086,1169.98318501881,3180.37946913043,2305.32324288508,4439.36433491543,22379.2726814101,22118.293656365,22640.2517064552,10599.5516052634,6999.2248240608,13837.0781656541,OpenCoast,4340.8171008852605,32978.8242866735,37319.64138755876,13556.157212096,2.75296611006096,1.0165071752117303,19.091106527949933,521.9580500902011
OpenCoast_62009,2625.76830105663,817.112837605813,793.001118798177,841.224556413449,23.6844300755308,0.0,268.216525233274,9523.42357805589,9478.61689072943,9568.23026538235,0.0,0.0,0.0,OpenCoast,840.7972676813438,9523.42357805589,10364.220845737234,2625.76830105663,3.9471193408674288,0.009019999999999999,48.22343761527202,89.61337465291945
OpenCoast_62011,115.366405656149,13.5768674175695,12.8636574879239,14.290077347215,23.3646093375859,15.2356521783457,35.5446743464381,266.601979091849,263.611360302791,269.592597880908,59.628409916692,24.5519645695772,91.0870173351694,OpenCoast,36.9414767551554,326.230389008541,363.1718657636964,115.366405656149,3.1479863110768544,0.7193863654003368,1.4264198592910997,5.981237578116975
OpenCoast_62012,47965.5196040935,3989.24323229288,3980.4269086694,3998.05955591636,11369.7958001339,8322.81852254202,15730.9748377922,71048.9267741439,70928.3076090633,71169.5459392245,35298.7959109236,23914.3705566948,45301.3607561205,OpenCoast,15359.03903242678,106347.7226850675,121706.76171749429,47965.5196040935,2.537380241516398,0.972961245833657,17.632647246960005,241.23833016119897
OpenCoast_62013,21454.3530112231,1910.28691185892,1904.8388547646,1915.73496895324,4959.61146586482,3594.70235665629,6914.45776727501,37462.3917554478,37383.8274720219,37540.9560388737,16561.0031678995,10775.8616107351,21648.4918335212,OpenCoast,6869.89837772374,54023.3949233473,60893.29330107104,21454.3530112231,2.8382721804389455,1.003088493160645,10.896114188640013,157.12856685180304
OpenCoast_62014,14595.6646985933,4542.02489755525,4519.63185178554,4564.41794332496,131.652895581312,0.0,1455.32166308912,20758.4903463587,20736.3669012113,20780.6137915061,0.0,0.0,0.0,OpenCoast,4673.677793136562,20758.4903463587,25432.16813949526,14595.6646985933,1.742446724056792,0.00902000000000003,44.78609153942034,44.24689029480214
OpenCoast_62015,40994.5219949369,5389.10064991568,5383.40167657305,5394.79962325831,7737.75523808308,5376.84829587469,11447.5541209011,37633.4121392887,37597.7059179767,37669.1183606008,8771.17422341762,4404.64383958592,12600.1717284969,OpenCoast,13126.855887998761,46404.58636270632,59531.442250705084,40994.5219949369,1.4521804220099852,0.4027106222519113,11.39794668525974,71.412442624096
OpenCoast_62017,304.549958347911,55.6515323243098,50.5985171095565,60.7045475390631,41.8684098382747,25.0467910832267,75.6346012644886,1106.58171909745,1082.29620887759,1130.8672293173,112.47692830148,24.4450818316885,193.173257850614,OpenCoast,97.5199421625845,1219.0586473989301,1316.5785895615147,304.549958347911,4.323029944589535,0.5067980930847281,10.106030429506603,48.571020439709855
OpenCoast_62018,130.411911390278,17.6447316111046,17.0062568965946,18.2832063256147,24.1144665351763,15.3056312069351,37.1758528620832,269.241666557227,263.153376201969,275.329956912485,32.1482586934002,0.0,61.6410351296608,OpenCoast,41.7591981462809,301.3899252506272,343.14912339690807,130.411911390278,2.6312713289661156,0.43142320842305204,1.2769494290200996,12.176580710515964
OpenCoast_62020,23.8341973202989,3.22476689743644,2.94738057321936,3.50215322165351,4.40718142649646,2.65264251589742,7.12104488402881,83.5084059929045,81.6635698499266,85.3532421358824,9.97115295437666,0.0,19.1089348065408,OpenCoast,7.6319483239329,93.47955894728116,101.11150727121407,23.8341973202989,4.242287076523458,0.6032648881625019,0.5547726484341502,3.689672285955794
OpenCoast_62022,8882.09963511327,737.453067013309,734.741192150778,740.164941875841,2106.68405714631,1541.30669875668,2918.54263158954,19651.8496215445,19589.8314287735,19713.8678143155,9853.21181322254,6693.27532337894,12639.3775899881,OpenCoast,2844.137124159619,29505.06143476704,32349.198558926662,8882.09963511327,3.6420666157629884,1.346516742853035,5.423749725062976,124.03638554200006
OpenCoast_62023,520.933321961115,40.3940953628101,38.8081079080367,41.9800828175836,126.413963662358,89.8502839379026,180.210412514881,918.745613849197,907.476332844144,930.014894854251,508.39469505472,351.797678859689,649.464218032848,OpenCoast,166.8080590251681,1427.140308903917,1593.9483679290852,520.933321961115,3.059793452890436,1.2185986803978401,3.171974909546897,22.538562010106943
OpenCoast_62024,20595.9749104923,1925.86407101074,1921.70009495894,1930.02804706254,4669.17305507799,3361.45952525822,6541.04208879647,34136.8329304224,34061.4008598192,34212.2650010257,13757.7125669665,8629.84946059929,18268.1482237974,OpenCoast,6595.0371260887305,47894.5454973889,54489.58262347763,20595.9749104923,2.645642309251346,0.8946838254622849,8.327952103599955,150.86414120649715
OpenCoast_62025,1912.19860789458,258.720471648137,254.15731845646,263.283624839813,353.584644585787,228.741586610814,535.343370507621,6944.59266008899,6882.2559156646,7006.92940451337,829.205093741969,0.0,1568.71553832389,OpenCoast,612.305116233924,7773.797753830959,8386.102870064882,1912.19860789458,4.385581516189039,0.6185496283934976,9.126306383353011,124.67348884876992
OpenCoast_62027,2689.84954652593,244.639451555995,243.195876420501,246.083026691489,616.677271737071,444.203444722001,864.372291702522,4079.21424680508,4061.17834470768,4097.25014890248,1734.12982969243,1109.11416177663,2286.77488546093,OpenCoast,861.316723293066,5813.34407649751,6674.660799790577,2689.84954652593,2.481425330428322,0.8739548665335879,2.887150270988002,36.071804194799824
OpenCoast_62028,306.838807531432,41.5152906590028,40.5559671587614,42.4746141592442,56.7375639006371,36.5003704428852,86.3650487904632,588.031559996797,582.64266577878,593.420454214813,70.2127235817071,0.0,132.855325570481,OpenCoast,98.2528545596399,658.2442835785041,756.497138138144,306.838807531432,2.4654545630140015,0.4137360867214935,1.9186470004827996,10.777788436033006
OpenCoast_62031,17979.0065511118,1408.04159908718,1405.41931089765,1410.66388727672,4349.01608864433,3207.8363042963,5981.84214750425,32468.9796771506,32393.4782982748,32544.4810560265,17706.2581441245,12325.5049994603,22441.343003496,OpenCoast,5757.05768773151,50175.2378212751,55932.29550900661,17979.0065511118,3.1109780926993333,1.226723744166218,5.244576379070168,151.0027577516994
OpenCoast_62032,1010.80821318321,136.762351243688,127.366811852198,146.157890635179,186.908546699708,114.630130666978,297.187710958196,746.305413875343,698.874125250111,793.736702500574,89.1110941940708,0.0,177.702246828487,OpenCoast,323.67089794339597,835.4165080694138,1159.0874060128099,1010.80821318321,1.1466936960896301,0.2730682609162278,18.791078782981003,94.862577250463
OpenCoast_62036,393.985639870284,40.1317168197108,39.9213379525389,40.3420956868828,86.0264249231527,62.6575806437594,122.201193226291,699.144216552745,696.221111996853,702.067321108636,304.826217983206,207.316319014929,391.013771102863,OpenCoast,126.1581417428635,1003.970434535951,1130.1285762788145,393.985639870284,2.8684511868272624,0.9920479412271046,0.4207577343439013,5.846209111782969
OpenCoast_62040,498.93666637928,44.3740817132468,42.4818062701243,46.2663571563693,115.390428228063,80.3102900830811,167.234332636831,792.241185857741,771.215466396351,813.266905319132,350.954791315359,222.935963051667,469.798986436633,OpenCoast,159.7645099413098,1143.1959771731,1302.9604871144097,498.93666637928,2.611474711950574,0.9346781885717681,3.7845508862450004,42.05143892278102
OpenCoast_62041,333.011593014842,33.9208478586999,33.5645312049114,34.2771645124885,72.7127943405826,52.6804067349142,103.829767207704,457.782912862615,453.081776568231,462.484049156999,199.592917571849,134.915825608136,257.578763031213,OpenCoast,106.6336421992825,657.375830434464,764.0094726337464,333.011593014842,2.294242869195534,0.8177064030929855,0.7126333075771001,9.402272588767971
OpenCoast_62042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OpenCoast,0.0,0.0,0.0,0.0,,,0.0,0.0
OpenCoast_62043,8441.81249363958,734.122431568136,730.06075745183,738.184105684442,1969.03034702019,1428.06927971951,2745.588751966,10745.4292855763,10666.1584037961,10824.7001673564,4953.39847534961,3254.66815606314,6465.97368217972,OpenCoast,2703.152778588326,15698.82776092591,18401.980539514236,8441.81249363958,2.1798613216508977,0.8200168894518152,8.123348232611988,158.54176356029893
OpenCoast_62047,726.951169098586,57.7703700097214,56.9700061496827,58.5707338697601,175.006663847337,127.459038449439,243.910676969884,897.268593926417,888.106570848129,906.430617004704,483.33157115213,333.241981090295,617.897436284521,OpenCoast,232.7770338570584,1380.600165078547,1613.3771989356053,726.951169098586,2.219374928492351,0.9056154842089346,1.6007277200773942,18.324046156575037
OpenCoast_62048,3851.49146804499,295.293850855009,292.50597677385,298.081724936169,937.992232127676,688.24935711494,1297.53221442803,6651.74199535039,6583.69837074341,6719.78561995737,3741.60487238459,2606.0472717526,4759.8481474698,OpenCoast,1233.286082982685,10393.346867734981,11626.632950717667,3851.49146804499,3.0187352217138166,1.215009079816973,5.575748162318973,136.0872492139597
OpenCoast_62049,322.121628102444,30.7989614258886,28.9631395306955,32.6347833210816,72.3476051087949,49.4076917444669,107.447264306271,920.79335391502,900.341743981152,941.244963848889,388.46964724192,248.032542364926,517.670300443826,OpenCoast,103.1465665346835,1309.26300115694,1412.4095676916234,322.121628102444,4.384708894003343,1.430569114732531,3.6716437903860992,40.90321986773699
OpenCoast_62051,59.9579031243862,5.73274497705522,5.40384385256646,6.06164610154398,13.4663751824045,9.21831871920774,19.957457182899,60.5871045465038,59.1591000441942,62.0151090488134,25.5608394983722,16.2975693241761,34.1073592596772,OpenCoast,19.19912015945972,86.147944044876,105.34706420433572,59.9579031243862,1.7570171522807767,0.6509102661547794,0.6578022489775197,2.856009004619203
OpenCoast_62052,270.04005422617,38.5451541585472,37.5903924771622,39.4999158399321,47.9243716052148,31.4007666338383,74.072405901082,1090.00469804813,1084.43588594979,1095.57351014647,165.720476214397,45.2786346041132,272.287677750823,OpenCoast,86.469525763762,1255.725174262527,1342.194700026289,270.04005422617,4.970354134583841,0.7911598463858817,1.909523362769903,11.137624196680008
OpenCoast_62053,3110.00285049785,244.328996907994,242.678237529565,245.979756286424,751.525015849923,552.757532901759,1039.020091322,4783.62877939146,4748.37562024667,4818.88193853625,2652.13817050065,1852.56553140014,3364.34182935968,OpenCoast,995.854012757917,7435.76694989211,8431.620962650026,3110.00285049785,2.7111296574214685,1.0944244587446967,3.3015187568589965,70.50631828958012
OpenCoast_62056,10811.1020672679,828.887195497432,826.468949640814,831.305441354049,2632.93579746243,1944.63282268427,3618.6236858941,11078.8719693729,11043.4209810805,11114.3229576652,6231.86548277225,4371.35413834438,7872.64542834621,OpenCoast,3461.822992959862,17310.73745214515,20772.56044510501,10811.1020672679,1.9214100760362622,0.8199720273730544,4.836491713234977,70.90197658469879
OpenCoast_62057,5888.80343343576,451.494559241519,449.565622747562,453.423495735476,1434.15918817894,1057.80146528838,1973.72580496619,5108.59959193607,5083.63356867861,5133.56561519353,2873.58727046404,2012.27162093528,3636.27564409541,OpenCoast,1885.653747420459,7982.186862400111,9867.84060982057,5888.80343343576,1.6756953634744238,0.731514730850792,3.8578729879140496,49.93204651492033
