"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"OpenCoast_62062",2213.36376176267,2180.56943445539,2246.15808906996,350.350392545837,170.263640772545,513.178226901272
"OpenCoast_62064",2761.06087051473,2740.2853295058,2781.83641152366,1553.09673966453,1084.69627626271,1970.46745816259
"OpenCoast_62065",599.192736840565,596.98882804251,601.39664563862,71.5454014137988,0,134.641040068348
"OpenCoast_62066",4.8116431059636,4.47311081836604,5.15017539356117,0.574524549965803,0,1.15302434184205
"OpenCoast_62067",7777.0897267526,7738.74085141861,7815.4386020866,1732.00567683839,714.163173500895,2632.4381225707
"OpenCoast_62068",4487.89214655721,4471.94505745269,4503.83923566172,2502.3866705895,1750.51454315934,3166.02287360077
"OpenCoast_62069",7742.97717538155,7711.36416377082,7774.59018699228,4322.74615436961,3023.34137040278,5471.12700945311
"OpenCoast_62070",167.849960251389,164.546752309174,171.153168193603,94.4156026414061,65.1330894557147,121.233494137136
"OpenCoast_62071",3319.9789562162,3303.46565179759,3336.49226063482,1544.63930382728,1023.14151934481,2006.40501387823
"OpenCoast_62072",258687.285940058,258223.737952992,259150.833927123,141079.754335106,98261.5433927057,178711.008514163
"OpenCoast_62073",49372.5334130659,49273.8539712422,49471.2128548895,27569.6968057303,19323.8262675163,34820.4273790941
"OpenCoast_62074",16.3061277101564,16.29934687019,16.3129085501227,9.17219683696295,6.45182480278356,11.5549768896702
"OpenCoast_62075",190.385177506934,185.055746366441,195.714608647427,107.091662347651,73.2512329367163,138.631181125261
"OpenCoast_62077",173.414692993187,157.885733015245,188.943652971129,41.6283530692046,17.0167354266588,67.2240702559059
"OpenCoast_62078",4280.46068175082,4239.61588571074,4321.3054777909,2407.75913348484,1678.18128809384,3060.92471343522
"OpenCoast_62079",389.819157040313,384.193090091523,395.445223989104,59.2667320222528,16.0412789442534,98.2817316414044
"OpenCoast_62080",2721.25305553459,2709.89686635062,2732.60924471857,1385.32170562442,943.333896207687,1775.98265296933
"OpenCoast_62082",1859.07846319509,1829.91372785838,1888.24319853181,221.979517993444,0,422.741014596673
"OpenCoast_62084",24485.2603084098,24368.5556079402,24601.9650088795,10329.9838060217,6713.22288631438,13530.7035966248
"OpenCoast_62085",2160.92149438814,2146.80526236618,2175.0377264101,1083.46123169033,733.500884831008,1394.50681903242
"OpenCoast_62086",3881.14146040813,3817.96550174229,3944.31741907397,1751.82969579663,1136.3263295415,2310.95717619538
"OpenCoast_62087",3063.27144803733,3042.6305312099,3083.91236486477,1522.68559320031,1026.55280530697,1963.85250071542
"OpenCoast_62088",34.4536991706717,31.8215863533491,37.0858119879943,4.1138745278414,0,8.30279372865544
"OpenCoast_62089",0,0,0,0,0,0
"OpenCoast_62090",0,0,0,0,0,0
"OpenCoast_62091",4605.29249155496,4549.41902663769,4661.16595647224,2112.40009337742,1378.91118804897,2772.62017346091
"OpenCoast_62092",337.773888271612,335.449186619341,340.098589923884,140.546283735951,88.9093135646228,186.464051645813
"OpenCoast_62093",4072.56135518373,4050.84309384902,4094.27961651844,2041.93551384484,1384.05520320688,2625.01232734198
"OpenCoast_62097",24129.0352371178,24063.0228775861,24195.0475966496,5460.11538205569,2297.63618499126,8244.26260606245
"OpenCoast_62099",2546.33659113023,2513.5218520151,2579.15133024537,1276.70393694949,858.797271841544,1653.60079674569
"OpenCoast_62100",199066.944615595,198833.251203186,199300.638028004,98808.1893786358,67305.5951485347,126452.015206372
"OpenCoast_62102",826.687014873357,808.02781343162,845.346216315093,130.85518303723,63.0925826926061,193.135681106891
"OpenCoast_62103",14421.3222880938,14357.4467418436,14485.1978343439,5438.92471557559,3305.79107310628,7324.84823816894
"OpenCoast_62104",24866.8410129816,24813.7520975727,24919.9299283905,13987.5980698021,9822.11020528919,17651.6170326099
"OpenCoast_62106",13651.3472361267,13570.5619307038,13732.1325415497,2160.85351426719,1059.61921924674,3137.37107977276
"OpenCoast_62109",2307.67974165399,2290.07423576511,2325.28524754286,1298.06985468037,906.487718323692,1647.07705034286
"OpenCoast_62111",56940.4366848903,56543.914327353,57336.9590424275,0,0,0
"OpenCoast_62112",464.20421054961,455.717386373006,472.691034726214,0,0,0
"OpenCoast_62113",262.782521798414,260.957420603297,264.607622993532,31.3770175281689,0,59.2405126104922
"OpenCoast_62114",33925.4825542566,33712.6293537265,34138.3357547867,18893.9588634069,13176.6907470017,23973.2470666677
"OpenCoast_62116",5781.74055319032,5754.58427705377,5808.89682932687,0,0,0
"OpenCoast_62120",5.79291088150081,5.14413777507197,6.44168398792964,3.2585123708442,2.03622120263266,4.56285949145016
"OpenCoast_62121",2229.71591507457,2205.96332223168,2253.46850791746,1117.95396451932,753.713472352059,1444.79204319474
"OpenCoast_62122",57549.134035159,57385.2166199275,57713.0514503905,31581.9868267857,22011.791910254,40014.5412999443
"OpenCoast_62124",25440.9338857323,25381.310665704,25500.5571057606,9133.46760558618,6040.62089912777,11855.0105785754
"OpenCoast_62125",119.90148891958,118.418387265177,121.384590573983,67.0070155396602,46.4878824694894,85.4964219891877
"OpenCoast_62126",518.799205959476,492.702570042191,544.895841876762,260.119966481233,168.342130243397,349.355304477271
"OpenCoast_62127",144.520158967135,143.49326840333,145.54704953094,21.972336091304,5.99129865800579,36.173445006867
"OpenCoast_62128",5492.25190157114,5462.42414414512,5522.07965899716,3089.39169463377,2162.20955705744,3911.47309178965
"OpenCoast_62130",0,0,0,0,0,0
"OpenCoast_62131",550.573836132257,534.769267943132,566.378404321383,296.577545513515,200.660119095156,386.089963679243
"OpenCoast_62135",160.315598115315,159.8303213557,160.80087487493,0,0,0
"OpenCoast_62136",0,0,0,0,0,0
"OpenCoast_62137",46228.6267698857,46106.6092149851,46350.6443247863,25114.1777640442,17458.0771704972,31856.7019335432
"OpenCoast_62138",6531.44178046337,6492.56615842141,6570.31740250533,3328.30574161135,2263.04885248385,4273.83651898516
"OpenCoast_62139",2637.43215631399,2619.36560200372,2655.49871062426,1197.91057555842,783.403977392645,1566.53373206757
"OpenCoast_62140",17410.3526994487,17394.5279907169,17426.1774081806,1257.07044438776,0,2359.14942641875
"OpenCoast_62142",7314.40579854142,7250.2374671641,7378.57412991875,4114.35326167955,2869.88566408579,5226.49000869245
"OpenCoast_62145",879.034862578115,854.955735231975,903.113989924254,89.3482510205768,19.3102985474661,154.26874802045
"OpenCoast_62146",1333.03668607863,1313.90536688422,1352.16800527303,159.168559531776,0,302.724180285007
"OpenCoast_62147",2120.23022420392,2105.62864490313,2134.83180350472,1063.05909592217,719.432032908123,1368.72913574156
"OpenCoast_62148",3052.09741278466,2978.60017788133,3125.59464768798,189.114469638981,0,363.128465953423
"OpenCoast_62150",54589.3465417446,54522.315962488,54656.3771210012,29564.0447699155,20774.0657569742,37278.6474751074
"OpenCoast_62151",750.450692315304,742.966862640111,757.934521990497,114.095880805482,31.0212208322322,188.372782810695
"OpenCoast_62152",4426.94565367999,4407.99477505114,4445.89653230884,2490.15693019499,1744.83126512441,3149.17671038543
"OpenCoast_62153",55941.948386934,55832.3437042618,56051.5530696062,26272.7015485626,17468.8457324063,34012.5779663594
"OpenCoast_62155",9384.1406992355,9302.20594302076,9466.07545545024,4207.02540019975,2802.10345016719,5462.01316383908
"OpenCoast_62156",124471.126745369,124225.669153618,124716.58433712,46819.1113699989,28642.718278183,62797.5278188067
"OpenCoast_62157",11899.1003612359,11855.1944357306,11943.0062867412,6693.24395319519,4692.68113081004,8459.62945310833
"OpenCoast_62158",61669.3765913829,61503.525040979,61835.2281417869,0,0,0
"OpenCoast_62159",492731.940715833,492112.225080763,493351.656350904,229.311584309919,0,430.499986115904
"OpenCoast_62160",71.9560159576247,70.5564941325182,73.3555377827313,36.0779204054573,24.1071008088242,47.0312750945457
"OpenCoast_62162",23.6543144272314,22.1264483423812,25.1821805120816,11.8600017218002,7.55996350568654,16.1453394650598
"OpenCoast_62163",13490.268318436,13457.8284382473,13522.7081986247,1610.77830667893,0,3027.47198476673
"OpenCoast_62167",121.67057995308,119.281674951687,124.059484954474,61.0042321106011,40.7550771627758,79.5396767761826
"OpenCoast_62168",808.205347426169,765.058365551376,851.352329300962,127.929744590607,59.7374340225048,194.50789369854
"OpenCoast_62169",2901.53747996879,2879.5836674544,2923.49129248318,1258.38417743596,808.495270151484,1659.10247971328
"OpenCoast_62170",856.650093368137,829.076203106511,884.223983629763,481.865677519577,328.175997062994,626.325321737749
"OpenCoast_62172",63394.9061297846,63297.1630159894,63492.6492435798,0,0,0
"OpenCoast_62173",51166.3647196306,51043.4927591715,51289.2366800898,25746.2846701764,17500.1423703711,33003.8649017037
"OpenCoast_62174",24391.4042860969,24307.8282643302,24474.9803078637,3860.88279477965,1898.00850831072,5591.78227879482
"OpenCoast_62175",109.501638319246,108.162352758642,110.84092387985,54.9028644648067,36.9559283483511,71.0647094997377
"OpenCoast_62176",12825.4752504679,12737.5489519566,12913.4015489792,7172.96994925697,5005.25160317032,9101.46261829372
"OpenCoast_62177",158.09671641256,154.478380991855,161.715051833265,25.0249180059031,12.0620105705969,36.9469290549377
"OpenCoast_62179",115.965307779436,113.00756769219,118.923047866681,58.1436741345533,38.6113972924866,76.2464941074483
"OpenCoast_62180",7896.77667044675,7836.28713491123,7957.26620598227,1249.9702281809,611.874474917728,1817.99125468422
"OpenCoast_62182",6323.06784934665,6263.86723038586,6382.26846830744,1000.86996154141,489.096482372596,1458.15258156208
"OpenCoast_62184",1569.26452271537,1523.21861378067,1615.31043165008,248.396784586255,118.93624792534,369.048887183424
"OpenCoast_62185",0,0,0,0,0,0
"OpenCoast_62187",124.570308228082,115.526582868005,133.614033588159,19.7180676494441,9.02056879928262,30.526708329016
"OpenCoast_62188",29.6554451058013,28.611728668123,30.6991615434796,6.5035483361868,2.81560639146193,9.97992637559989
"OpenCoast_62190",1071.5227830379,1065.3807468349,1077.66481924091,237.292429782951,97.1255344494695,361.50889788878
"OpenCoast_62191",272.553509319344,262.611038422076,282.495980216611,43.1421308279358,20.5052454658334,64.5416664747421
"OpenCoast_62192",7268.45784740076,7224.38751093653,7312.52818386498,4088.50753916293,2859.65338974571,5179.70746357103
"OpenCoast_62193",2807.5872514298,2777.46784352946,2837.70665933015,444.409234775657,216.870776823533,648.328930624804
"OpenCoast_62194",1732.82176613594,1718.66150784002,1746.98202443186,510.459329028226,268.960018360912,725.714550200602
"OpenCoast_62197",110.809821856471,107.162313145926,114.457330567016,32.6426574388689,16.7702468344389,47.5467686604368
"OpenCoast_62198",3340.50622880013,3312.90259479262,3368.10986280764,1879.03475370007,1311.35727710541,2385.74448615541
"OpenCoast_62199",120.145272987942,117.097176064854,123.193369911031,14.3457042373663,0,27.5806052039621
"OpenCoast_62200",770.780059832484,763.208480373428,778.35163929154,433.563783655772,302.103356814482,551.332411164841
"OpenCoast_62201",250.152494613561,245.9977010209,254.307288206221,130.960089675738,89.0327547639664,169.093343564327
"OpenCoast_62202",6.21144758295716,6.11104639359272,6.3118487723216,1.05980780304266,0.421285736648917,1.63852190870934
"OpenCoast_62203",1710.80750467193,1676.24955634019,1745.36545300367,204.275522945902,0,390.753459627687
"OpenCoast_62204",5235.69332817436,5155.09471838083,5316.29193796789,0,0,0
"OpenCoast_62205",3788.50447930653,3778.64413774875,3798.3648208643,452.358743797794,0,850.380183775589
"OpenCoast_62206",530.329522640732,521.874527306538,538.784517974925,83.9451515587563,40.7491069266749,123.095736209161
"OpenCoast_62207",6512.00474152876,6477.29471182871,6546.71477122881,1918.32399381842,1013.65702127813,2719.57358407225
"OpenCoast_62209",2560.04683370655,2538.46530805803,2581.62835935508,1440.02634395993,1004.80918443964,1828.65342120984
"OpenCoast_62214",4.46508715670282,4.37737268733891,4.55280162606673,0,0,0
"OpenCoast_62215",0,0,0,0,0,0
"OpenCoast_62216",1562.59771746297,1552.01575591349,1573.17967901246,780.061278441604,537.968711045523,995.378182966793
"OpenCoast_62217",37.573568291902,34.9999134465408,40.1472231372631,18.8389558279958,11.9584519062295,25.7400484370143
"OpenCoast_62220",7815.50219781274,7645.8636825749,7985.14071305057,11.7299288131122,8.07522950984947,15.0916322348912
"OpenCoast_62223",782.029886792246,762.393005685341,801.666767899151,133.431275908862,52.5581509826019,208.108370474126
"OpenCoast_62224",26.3036646481038,25.802758886063,26.8045704101447,14.7958113645584,10.2135920590666,18.9865707071858
"OpenCoast_62228",690.29846173607,585.785963067714,794.810960404425,109.266421191616,45.7394519107668,181.589925200201
"OpenCoast_62229",1293.23142888039,1279.47927096439,1306.98358679639,653.483110816558,454.968373404164,831.65538477577
"OpenCoast_62230",671.265255497998,662.32456480994,680.205946186056,377.586706217624,262.170140237268,481.812545215123
"OpenCoast_62232",1905.21555185947,1879.82375246661,1930.60735125234,325.071133801248,129.592034378655,501.175258826541
"OpenCoast_62233",23.5478918741409,23.2604798012958,23.835303946986,2.81168858198697,0,5.33626207768343
"OpenCoast_62235",166.809423327006,163.443581990854,170.175264663158,49.1391717089089,25.5779213141749,70.6925795017585
"OpenCoast_62236",5059.51351838098,5021.49271562941,5097.53432113256,2845.9763540893,1987.67419993664,3610.75347746889
"OpenCoast_62238",1006.32928153382,936.876544096993,1075.78201897064,159.290517404589,73.1533739911352,245.78319385178
"OpenCoast_62239",1207.88676337032,1157.02571500822,1258.74781173242,191.194781900964,90.3431037746149,287.585265384488
"OpenCoast_62242",4409.37500657422,4399.99601215798,4418.75400099045,526.492538098414,0,989.273283803833
"OpenCoast_62243",0,0,0,0,0,0
"OpenCoast_62244",117918.001725686,116909.863591951,118926.13985942,14079.7614000819,0,26625.2551924075
"OpenCoast_62245",1267.98693469655,1206.50706728256,1329.46680211054,200.707957719587,94.2067162124739,303.742385520908
"OpenCoast_62246",5644.52329961874,5586.81800059621,5702.22859864127,893.464051377015,436.230994567102,1302.78433021965
"OpenCoast_62248",159.903386224392,158.579526241509,161.227246207274,65.9780741325476,41.5372884315531,87.7811271584403
"OpenCoast_62249",714.641496410649,703.216437138409,726.06655568289,401.98584173099,278.356506367287,514.297143608713
"OpenCoast_62250",3108.25343262557,3051.95527474605,3164.5515905051,1748.39255585189,1208.06562958698,2241.55737660778
"OpenCoast_62251",553.849895483503,535.499375487062,572.200415479945,94.498815792684,36.916468039522,148.540142635836
"OpenCoast_62253",1403.66238893702,1378.17159098117,1429.15318689287,222.183844093604,107.610658473872,326.517666761229
"OpenCoast_62256",463.114860429079,458.318595133659,467.911125724498,136.425629881592,71.7240580533037,194.375160928999
"OpenCoast_62258",2078.80009526945,1744.69647975321,2412.90371078568,329.050489568856,136.229725131415,551.274486871584
"OpenCoast_62260",4007.16238062519,3988.28816474934,4026.03659650103,1763.94599166021,1142.95217998027,2313.42821436162
"OpenCoast_62261",9639.49141078754,9600.27814149846,9678.70468007663,1150.98404904926,0,2166.87418210671
"OpenCoast_62263",2187.97300275279,2162.31598978898,2213.6300157166,1097.02454745537,738.800449019916,1419.24993495474
"OpenCoast_62264",5040.85738755193,4997.96666710687,5083.74810799698,601.893419409185,0,1138.15256149186
"OpenCoast_62265",2754.57231370014,2731.31749355463,2777.82713384565,469.989836204149,188.292647148069,721.108946299934
"OpenCoast_62266",1173.80975484175,1165.22018303738,1182.39932664611,345.784056717751,182.349834679263,491.18101016153
"OpenCoast_62269",2592.01722033152,2577.03275968459,2607.00168097845,679.11469456909,470.075732554376,864.601675850563
"OpenCoast_62271",3806.39738844174,3747.64682137977,3865.14795550372,454.495210560208,0,865.33163182919
"OpenCoast_62272",3529.97319722794,3519.63811444527,3540.3082800106,602.290060245918,242.638206336697,919.044940655128
"OpenCoast_62273",10144.7254934457,10050.0019642426,10239.4490226488,1605.79504386028,784.726180769627,2339.40002685413
"OpenCoast_62274",4938.75378137396,4910.9380040034,4966.56955874452,589.701944044652,0,1111.91855792788
"OpenCoast_62278",22319.9529857006,22279.3344558844,22360.5715155167,2665.06901321798,0,5006.09810048881
"OpenCoast_62280",50002.0333538515,49884.4049209287,50119.6617867744,7602.13308614794,2082.83197939369,12456.4588237926
"OpenCoast_62281",0,0,0,0,0,0
"OpenCoast_62283",1533.93431485413,1523.50873499119,1544.35989471706,769.0970571675,520.538599729403,990.153126115048
"OpenCoast_62285",4.33900814204606,4.24014824554519,4.43786803854692,1.27819677021709,0.663557276853249,1.84353666059677
"OpenCoast_62286",4226.27999965619,4143.30890007382,4309.25109923855,668.97221435892,323.518640142751,984.531698432346
"OpenCoast_62287",842.54799053602,837.820312530221,847.275668541818,53.8303253157636,4.09117194907592,97.8780299642648
"OpenCoast_62288",742.257429384286,728.510454996864,756.004403771708,218.656203871803,114.007432212947,314.052112820843
"OpenCoast_62291",1228.53302128185,1225.3518706053,1231.71417195841,78.4908787862484,5.98353265705438,142.288703790866
"OpenCoast_62292",728.322792587295,710.489015276752,746.156569897838,86.9639155328113,0,167.049978335337
"OpenCoast_62293",2073.32690309311,2049.32373780379,2097.33006838243,0,0,0
"OpenCoast_62294",6373.75658834908,6321.98615247665,6425.52702422151,1087.5012429568,435.827585292569,1668.03216996569
"OpenCoast_62297",113905.420234211,113730.619462708,114080.221005714,0,0,0
"OpenCoast_62299",2882.57798129948,2803.23471948409,2961.92124311487,0,0,0
"OpenCoast_62300",5985.72547034924,5956.39882145366,6015.05211924481,2073.79440602793,1208.16382651646,2839.86213281808
"OpenCoast_62301",69493.0587346539,69373.0150073652,69613.1024619426,9891.32348352479,4529.18950196306,14601.5124887756
"OpenCoast_62303",5720.19432836948,5637.26534170584,5803.12331503311,683.008278014266,0,1299.20671232085
"OpenCoast_62306",2052.12468124435,1951.74323207901,2152.5061304097,324.828073924186,152.396389354115,491.781626935772
"OpenCoast_62308",1079.3838595064,1069.64156032466,1089.12615868814,131.624837323522,2.42845792480946,246.860497736326
"OpenCoast_62312",189.575679058848,185.938787380041,193.212570737655,95.0510693077206,63.5298727176314,123.876585746008
"OpenCoast_62314",52941.0475018764,52657.735277176,53224.3597265767,6321.31910470166,0,11915.9014313231
"OpenCoast_62315",443.623059495477,424.854831823308,462.391287167645,52.9699175516987,0,103.520437425592
"OpenCoast_62318",103.644755405078,100.381265161593,106.908245648563,9.610446450455,0.644147083380662,17.9866977657161
"OpenCoast_62319",15154.8449599915,14982.492181109,15327.197738874,2398.84016013525,1169.86582784002,3501.79455189523
"OpenCoast_62322",4738.08781524358,4701.34834491849,4774.82728556867,322.368868974792,62.28472596223,553.777592394106
"OpenCoast_62325",1150.08463905089,1141.04984147827,1159.11943662351,137.323538991151,0,259.504351482875
"OpenCoast_62327",262.230264210209,254.735651563566,269.724876856853,16.7538711012696,1.24390318129085,31.1588548559856
"OpenCoast_62328",900.967589566633,887.305664799692,914.629514333574,107.578219649747,0,204.767801716472
"OpenCoast_62329",8675.20672773029,8652.10784307126,8698.30561238931,1035.84557943048,0,1947.38185352
"OpenCoast_62333",3631.52032324594,3620.25710124772,3642.78354524416,2042.73018182584,1433.01843591056,2580.30501121461
"OpenCoast_62334",105812.196778662,105567.868764888,106056.524792436,12469.5075439249,0,23434.3135097427
"OpenCoast_62336",3306.16037983382,3290.71678463079,3321.60397503684,394.76541848762,0,743.642680978397
"OpenCoast_62338",711.724895891214,707.820123947859,715.629667834569,48.4241657513173,9.37739116870491,82.9976983035571
"OpenCoast_62339",98174.0001035791,97901.8377807749,98446.1624263833,11722.2686690841,0,22040.185617847
"OpenCoast_62340",223.029775321475,217.590266673563,228.469283969387,15.1744457303583,2.88269431182649,26.4975385381932
"OpenCoast_62341",44.9236780583973,42.1088005111065,47.738555605688,3.05650630604209,0.557868702340956,5.53664893127993
"OpenCoast_62342",2862.67504807665,2838.68563391477,2886.66446223852,1372.82025762276,913.315762527298,1782.95023047917
"OpenCoast_62343",2367.54371919573,2323.06141804662,2412.02602034484,282.691787366654,0,540.005825450336
"OpenCoast_62344",519.258510287414,514.863734764088,523.65328581074,62.0010161537211,0,117.235810256136
"OpenCoast_62347",0,0,0,0,0,0
"OpenCoast_62348",0,0,0,0,0,0
"OpenCoast_62349",14.3549135390201,14.0017327304791,14.708094347561,0.976676123839829,0.185498716991879,1.70582360143476
"OpenCoast_62350",87.2446932613342,86.4843540994599,88.0050324232084,5.9359332683164,1.14576795844698,10.2066969251821
"OpenCoast_62351",264.493039154449,262.368654596231,266.617423712666,17.9955132130749,3.47593042542109,30.9219048488232
"OpenCoast_62353",1007.06678623345,970.695113627813,1043.4384588391,120.246780445786,0,233.60562511323
"OpenCoast_62355",357.447279388676,343.232370748833,371.66218802852,131.333694298502,87.9921527158851,172.673088026443
"OpenCoast_62356",31304.5514227676,31112.678774972,31496.4240705632,2129.89147298065,412.189127305269,3652.90990598478
"OpenCoast_62359",361.091525015592,341.515666066318,380.667383964865,43.1154059720109,0,85.2240411861638
"OpenCoast_62360",733.314178455011,726.309536710433,740.318820199589,49.89305211929,9.62234387644549,85.8611106402243
"OpenCoast_62361",228.564803033748,222.339086683498,234.790519383998,27.2913197652237,0,52.565041653134
"OpenCoast_62362",30.0367093258827,29.3087865974254,30.76463205434,15.0600612593564,10.0139594770882,19.7244804832003
"OpenCoast_62363",9374.80280689658,9336.3495721515,9413.25604164167,637.840558378421,123.6904674842,1091.73587976361
"OpenCoast_62364",12521.6586734202,12467.426307722,12575.8910391184,2136.4668045399,859.484372704439,3264.63350635028
"OpenCoast_62366",2994.91732968821,2966.63819035751,3023.1964690189,1316.06199080479,848.139404723461,1734.6460312456
"OpenCoast_62368",1250.22780569939,1242.95925072067,1257.49636067812,85.0626960495518,16.4670580934581,145.842617002165
"OpenCoast_62369",33.7157301363449,33.4756602540516,33.9558000186381,4.02575882225013,0,7.60204478029211
"OpenCoast_62372",1099.1346180974,1095.1008163097,1103.1684198851,74.782654417494,14.5081898299639,127.943884675281
"OpenCoast_62373",3.95801200777643,3.90736132584591,4.00866268970694,1.46402888531609,0.964128785682967,1.91469862088001
"OpenCoast_62374",2707.79771133396,2667.59497076714,2748.00045190079,1523.13621262535,1055.92300926199,1946.50032009639
"OpenCoast_62377",3275.96543901768,3261.00238316225,3290.92849487312,147.588496772073,0,277.992395629683
"OpenCoast_62378",438.732847836601,432.250595799236,445.215099873965,181.83464215538,113.932190880167,243.296629868035
"OpenCoast_62380",0,0,0,0,0,0
"OpenCoast_62381",983.038270278018,972.356336014125,993.720204541911,289.586076111083,152.167821758217,412.801735323471
"OpenCoast_62382",12.9503095260618,12.5464322124674,13.3541868396562,2.04988719180644,0.979652926178961,3.05102207962603
"OpenCoast_62383",1212.12344840015,1205.82622979453,1218.42066700576,147.199661284304,2.19373982507021,275.493664546913
"OpenCoast_62384",343.879502430508,339.198016209076,348.56098865194,31.8861820899775,2.17663537591256,58.643382629354
"OpenCoast_62386",253.257306210708,250.17900831929,256.335604102126,142.457234743523,99.0291907930524,181.571052905673
"OpenCoast_62387",955.246716154142,949.352630415061,961.140801893223,114.059309391539,0,215.180776543259
"OpenCoast_62388",0,0,0,0,0,0
"OpenCoast_62389",42749.313549802,42381.6463669435,43116.9807326606,0,0,0
"OpenCoast_62390",9915.31507448733,9739.39710563307,10091.2330433416,1569.48197516156,760.473472631625,2305.53722181408
"OpenCoast_62391",159.445018324632,157.320389235626,161.569647413638,10.8482814640138,2.0842227831093,18.7386150320268
"OpenCoast_62392",778.419087892838,765.593968377725,791.24420740795,351.354798029496,227.860776533672,463.586290086595
"OpenCoast_62393",24304.5097314479,24256.5033833167,24352.5160795791,2902.0310127102,0,5452.05583871174
"OpenCoast_62394",72544.5329611347,72420.2547208749,72668.8112013945,6220.15543140476,0,11682.7713157132
"OpenCoast_62395",282.603986799532,280.66524956162,284.542724037444,43.7701052841482,8.89542233346127,74.7409359945417
"OpenCoast_62401",2624.56916443822,2620.31294796722,2628.82538090923,313.381392768743,0,588.542995725948
"OpenCoast_62402",259.451440493564,253.903690794523,264.999190192604,17.6524941468378,3.36378431073476,30.7342244555701
"OpenCoast_62403",67130.4289290841,67002.8452295296,67258.0126286385,7768.99164995231,0,14594.5441631322
"OpenCoast_62404",10677.4382961428,10631.4179515492,10723.4586407364,2525.3213438568,1112.21253470697,3773.77428142084
"OpenCoast_62405",2392.38453065532,2360.38894687208,2424.38011443856,378.68735086192,184.304342426998,553.896493090312
"OpenCoast_62406",450.328350529924,447.253833962266,453.402867097581,52.9917164357785,0,100.037822969051
"OpenCoast_62408",3145.56942308504,3135.36727843197,3155.77156773811,375.590378875826,0,706.516022627934
"OpenCoast_62409",637.94451689884,626.400700670439,649.488333127243,287.948831645138,186.433221748662,380.532184615093
"OpenCoast_62411",3639.18606940453,3622.4023235193,3655.96981528976,434.529679928899,0,818.500704915617
"OpenCoast_62412",977.520089187505,958.604739578243,996.435438796766,66.5082746118992,12.6998531336782,115.565147233869
"OpenCoast_62414",418.299857246363,413.836592518642,422.763121974085,28.4601841778854,5.48261836118284,49.0314580691564
"OpenCoast_62418",11255.6812404472,11201.3134067832,11310.0490741113,765.8113088048,148.398009416305,1311.72320411472
"OpenCoast_62419",60620.5106519423,60518.0046920999,60723.0166117848,7238.26992859013,0,13594.7052115936
"OpenCoast_62421",33042.6856152857,32823.5297213956,33261.8415091758,5230.28255728952,2562.93314262952,7599.31054372832
"OpenCoast_62422",184.630654799545,182.813588181631,186.447721417459,50.48391814357,25.1550034503233,73.1407539979495
"OpenCoast_62423",6642.73174701284,6616.93676526601,6668.52672875967,1858.45880001819,947.969646216446,2662.20109216767
"OpenCoast_62424",8899.2138133843,8780.29507054254,9018.13255622607,605.482549849714,116.323708054384,1045.91002693891
"OpenCoast_62426",3147.7770612685,3133.78885413424,3161.76526840275,1757.40880183417,1231.19941181361,2222.86766457088
"OpenCoast_62427",823.898424580607,818.019679532183,829.77716962903,98.3759312932068,0,185.771008125902
"OpenCoast_62428",1422.74348136159,1391.49550489528,1453.9914578279,169.879818670041,0,325.520475633113
"OpenCoast_62430",3164.94502737833,3147.06716326325,3182.8228914934,215.335761730894,41.6931912863782,369.139215400572
"OpenCoast_62431",1062.98656087214,1055.37564989197,1070.59747185231,72.3232216721038,13.9819001524916,124.166353027568
"OpenCoast_62432",1082.55471740803,1079.84522162964,1085.26421318642,2.74429594834705,0,5.15843356790861
"OpenCoast_62433",39431.1681214323,39343.2870605621,39519.0491823024,4708.19917867848,0,8847.54832439606
"OpenCoast_62435",1009.2406419044,980.373675753843,1038.10760805496,521.270132193352,347.775450001619,683.113339684349
"OpenCoast_62436",2598.84720964899,2571.05829708611,2626.63612221188,310.310114584955,0,588.052863181765
"OpenCoast_62437",756.957597706169,747.297234097377,766.617961314961,90.3829967410351,0,171.630886861558
"OpenCoast_62441",3750.3183856035,3719.19023941919,3781.44653178781,447.799210221313,0,846.592507116674
"OpenCoast_62442",3145.96047504224,3091.77272107722,3200.14822900726,214.044095366061,40.9606356606046,371.148583095366
"OpenCoast_62443",3318.03656435179,3309.3851267084,3326.68800199519,396.183470370363,0,744.780895969072
"OpenCoast_62445",1579.3843958049,1573.70297129063,1585.06582031917,188.583211439391,0,354.865482161008
"OpenCoast_62448",2059.17832542879,2039.74686314129,2078.60978771628,929.450723769186,607.081982571454,1217.84777822487
"OpenCoast_62449",1448.84803732522,1418.87173151299,1478.82434313744,653.966118569686,422.293314600299,866.436284153888
"OpenCoast_62450",1208.96364575819,1196.0040809841,1221.92321053228,144.353868150232,0,273.564897880362
"OpenCoast_62453",36.0092089488985,35.008079845001,37.010338052796,4.29960703867444,0,8.28589657898417
"OpenCoast_62454",45.0740106666125,44.2202990676246,45.9277222656003,3.0667345995584,0.585842402503915,5.32663108826149
"OpenCoast_62455",2434.3290347926,2381.8816088842,2486.776460701,1369.31008207084,942.828136849995,1761.46665966321
"OpenCoast_62456",865.543195253864,854.578616530974,876.507773976755,58.88961787604,11.3216871073475,101.656109374803
