"Name","Area_2020_km2","Gross_Loss","Restorable_km2","OVERALL_SRE","OVERALL_SCORE_MIN","OVERALL_SCORE_MAX","Min_Score","Max_Score","Total_Fish","Fish","Crab","Bivalve","Shrimp","MeanAGB_Secure","MeanAGB_Restor","MeanSOC_Secure","MeanSOC_Restor","Area_Rank","Proportion_Restorable"
"Singapore",7.14029729110924,1.41541332595525,0.884578651363502,0.779765426651382,0.776483968924623,0.783046884378141,0.673898435378802,0.839765426651382,1745038.37897018,570743.669448579,2523.94341354558,0,1171770.76610806,1325.99286699959,3739.01588442485,15275.3816890366,7522.8668138576,84,12.39
"Sint Maarten (Dutch part)",0.0542523432036897,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"Solomon Islands",526.505494818782,22.491609361697,14.6784757723514,0.733684594348222,0.596,0.828,0.703684594348222,0.793684594348222,99305463.9291762,33808532.5536024,137586.659464609,0,65359344.7161091,80608.0267845765,9443.38927755368,380425.327547086,5553.79515391046,38,2.79
"Somalia",35.1321735775545,3.00668677082677,2.73350467508326,0.711096774193548,0.627096774193548,0.789617433414043,0.699096774193548,0.771096774193548,19443817.5637573,6852828.93743746,2451938.28090226,0,10139050.3454175,1717.64120794573,1116.2233451974,38264.3517377199,3103.73590872181,70,7.78
"South Africa",26.4318278914936,2.55780055658321,1.16973104075986,0.656,0.44,0.731598253275109,0.603371179039301,0.716,4511649.13626529,505170.713354768,4006478.42291052,0,0,2379.28900301953,3248.38084399564,15702.383745364,1953.65603540091,73,4.43
"Sri Lanka",198.745065422226,77.3645911177031,65.3990698338505,0.68253829321663,0.502511942279239,0.75453829321663,0.555898562206987,0.74253829321663,305926528.842916,102449270.057836,416727.201295031,0,203060531.583785,23843.933515204,46129.800764576,724992.600635925,195090.977227796,51,32.91
"Sudan",9.33445388930918,8.45166196627453,6.22480908053711,0.684,0.627827725437416,0.78,0.684,0.744,45090134.6326321,30429833.2144493,125942.606120498,0,14534358.8120623,2303.75098519738,849.626572133472,72701.3784760584,4757.53222882711,81,66.69
"Suriname",799.340224317574,120.653714219597,83.9805333446975,0.775065428035446,0.604494833926394,0.859065186881355,0.734274287738923,0.835065428035446,95231349.4785579,39732840.4788364,55498508.9997215,0,0,117493.251726965,100271.208023851,1956618.27474398,419304.597829845,31,10.51
"Taiwan, Province of China",1.63158600265952,0.961792049976606,0.550847215216427,0.762594222187427,0.693341715609232,0.793341715609232,0.693575667423471,0.793341715609232,1031508.80562685,345433.671915922,1405.10134673798,0,684670.032364191,542.135424009418,1099.53402911339,5476.53158063629,1964.34969920122,96,33.76
"Tanzania, United Republic of",1107.88422736931,66.0138984214405,54.1240807215469,0.74,0.564,0.904,0.715114410098843,0.74,1065778791.81313,180290759.293549,553431606.474612,0,332056426.044968,153923.655341063,94346.3128599916,1064852.25516349,91083.0448005116,29,4.89
