"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"Estuary_1574",17664.6009897635,3261.10871850061,3230.98330448574,3291.23413251548,2395.27316443158,1580.50763919477,4025.46618052775
"Estuary_1580",1130.50231250348,152.956962881721,148.348420292908,157.565505470535,209.041182605019,133.513578263617,320.383194456754
"Estuary_1582",12455.2833462154,1732.83742403198,1728.85435534244,1736.82049272152,2255.46885625966,1480.28957905699,3386.70217377687
"Estuary_1583",39890.6197306678,5397.20084955935,5371.18484129412,5423.21685782458,7376.17449439778,4834.06635716471,11027.20761091
"Estuary_1597",0,0,0,0,0,0,0
"Estuary_16",64.162949609013,8.68124708209945,8.64737778593827,8.71511637826064,11.8643710122026,7.78264000734444,17.7207366357966
"Estuary_1632",7872.11861945613,1064.61391923072,1060.79432588307,1068.43351257837,1456.11718390533,955.630682784347,2173.95405424475
"Estuary_164",12966.9817523606,1754.43263109438,1751.94943746053,1756.91582472823,2397.72459582899,1576.75449371448,3572.39551028074
"Estuary_1649",1758.49767859007,237.924735913237,234.350483233592,241.498988592882,325.163805748091,210.915434910233,491.047943472193
"Estuary_1667",9882.8860873207,1337.15448761449,1324.42895648233,1349.88001874665,1827.44446640647,1191.9860608341,2744.75603811819
"Estuary_168",175.977004120285,23.8096886574745,22.3756179588916,25.2437593560574,32.5399078318818,20.1380561630025,51.3289773573167
"Estuary_1689",46155.8044826502,6244.88034650257,6200.2154184935,6289.54527451164,8534.66980688684,5580.19387664415,12788.7420581737
"Estuary_1700",262.054906991281,37.3280529580097,36.9624387705239,37.6936671454954,46.5845488096684,30.3145527967856,70.9096984361178
"Estuary_1709",1087.63722874118,338.461829211966,335.396672585275,341.526985838658,9.81048780324541,0,108.892662151456
"Estuary_1719",32901.0108427712,10227.1346360456,10212.0714207783,10242.1978513129,308.098045918126,7.83293480266572,3280.59399829783
"Estuary_1743",50494.5477153514,8461.09547412727,8437.26409411161,8484.92685414292,7707.7636498054,5006.68346391609,12296.9098452269
"Estuary_176",1075.55175129975,175.638059181942,172.388026808986,178.888091554898,168.764367101752,108.082777350981,270.697151113198
"Estuary_1767",14724.5053230441,1992.22557020786,1986.80701717923,1997.64412323649,2722.70827928408,1788.12631546131,4061.8763839142
"Estuary_1771",7082.72434411117,958.292603758242,946.756154185103,969.829053331381,1309.6665584696,852.080538766592,1971.98574177381
"Estuary_178",0,0,0,0,0,0,0
"Estuary_179",222.675457588176,36.3629970858911,35.6834238671535,37.0425703046287,34.9399111884186,22.3725720883602,56.0535816790025
"Estuary_1806",11832.3586202224,1608.64888731347,1596.14457753765,1621.1531970893,2180.19066646793,1424.31604752676,3272.71256300526
"Estuary_1831",170129.685007663,13060.7360607596,13018.9051017652,13102.567019754,41416.4903755443,30576.2576901794,56943.9860446054
"Estuary_185",59.885617707508,9.77934688344629,9.58799322622988,9.97070054066269,9.39662676267484,6.0114206090518,15.0878697821645
"Estuary_188",851.049929719138,138.976816078038,137.327479459018,140.626152697057,133.537881917327,86.1007325235347,212.798395780419
"Estuary_1886",0,0,0,0,0,0,0
"Estuary_19",4451.88084267299,602.339478013655,601.154030620748,603.524925406563,823.197286618662,541.038627558672,1227.16734832668
"Estuary_1900",10028.2863438467,927.247756332465,921.136943533315,933.358569131614,2283.90981383068,1639.84509893416,3209.47406158004
"Estuary_192",2558.0028789503,417.722959864753,415.301702003335,420.144217726171,401.375142003924,260.38328892091,635.770899038605
"Estuary_1933",275.231513739534,37.2388238089589,35.9459609825397,38.5316866353782,50.8930592055772,32.3513648842857,78.3477628252689
"Estuary_1938",5591.70203432331,523.374263501427,520.864937329325,525.88358967353,1267.14464490924,909.701985514325,1780.0097306525
"Estuary_194",175.602075211057,28.6758936900246,27.9872763593223,29.3645110207268,27.553646813308,17.5472891905467,44.4349839503066
"Estuary_1947",12117.8628676309,1865.78731952932,1859.1545612975,1872.42007776114,2014.47354931476,1314.27530551003,3118.55176678544
"Estuary_1954",364.93505950313,27.979571012105,26.7394877619649,29.2196542622451,88.8762843913924,62.9164417928586,127.191436200361
"Estuary_197",659.058881772869,107.624596158504,106.124707273869,109.124485043139,103.412648373986,66.5374116755169,165.129422317121
"Estuary_2015",31970.508694402,9416.63747239317,9399.35737444764,9433.9175703387,820.639116641297,367.815038947996,3711.17675985882
"Estuary_2017",14002.2436180606,4357.35819150429,4347.07218008611,4367.64420292247,126.300237434907,0,1392.58220962745
"Estuary_2031",24466.0470235837,7613.58917326901,7605.72619450296,7621.45215203506,220.683744152725,0,2430.02822238799
"Estuary_2033",0,0,0,0,0,0,0
"Estuary_2036",5898.95313830407,1835.69522710884,1830.30417622621,1841.08627799148,53.2085573075028,0,587.013016171197
"Estuary_2055",1387.2526782468,187.695287366792,187.381386446507,188.009188287077,256.516892734616,168.643247801856,382.285349517057
"Estuary_2071",9962.5441221516,1347.93221972711,1328.13229959452,1367.7321398597,1842.17403362705,1195.31906963507,2781.05535104806
"Estuary_2075",17981.4836656723,2432.89473996546,2423.51316013633,2442.27631979458,3324.95614461946,2181.1618441227,4965.96185024898
"Estuary_208",2900.83591673523,473.707740984979,469.93625288582,477.479229084138,455.168927912807,294.637721250166,722.531421210545
"Estuary_2104",13619.7683433269,2422.81153207842,2420.66630524322,2424.95675891362,1938.3744891383,1255.78845795504,3169.68163797803
"Estuary_2106",12139.6829595503,1642.49910442716,1638.68657974166,1646.31162911266,2244.74877605045,1474.81792176749,3347.50031252907
"Estuary_2112",62.0661591250548,8.39755132961991,8.34362327809754,8.45147938114228,11.4766534838139,7.50926095028779,17.184674741656
"Estuary_212",0,0,0,0,0,0,0
"Estuary_2120",12722.5032178501,999.600615411894,995.684680100648,1003.51655072314,3074.27213997588,2263.98809444805,4238.38099556683
"Estuary_2138",118954.135463741,9920.67322517823,9900.84136927909,9940.50508107738,28169.6304916663,20712.781073907,38977.0548847461
"Estuary_214",4811.47013196708,650.991908855146,634.006420355854,667.977397354438,889.688942102033,570.605778320268,1358.22070795402
"Estuary_2146",23823.9409704658,2459.61643369689,2456.7615166881,2462.47135070567,5169.04770445596,3670.92226044137,7326.46126414497
"Estuary_2196",8927.37083419096,711.232454523187,706.251555190538,716.213353855836,2147.4009602931,1572.63561898159,2973.32779093735
"Estuary_2244",1396.91868510496,107.101755586998,105.793663445401,108.409847728594,340.205576570463,248.926266930356,471.901690112702
"Estuary_2259",679.88518890731,125.515403286488,120.379311411323,130.651495161653,92.1906330535221,58.8862285430114,159.798165075133
"Estuary_226",21203.093009203,3468.15468091221,3461.93586971478,3474.37349210963,3321.28773156467,2163.06229048404,5243.19155495874
"Estuary_2262",23245.6027648521,1782.24036398121,1777.03569745462,1787.4450305078,5661.23409735208,4181.26046459911,7780.64307397513
"Estuary_2265",12451.1766365024,1684.64419891877,1672.99307981012,1696.29531802743,2302.34707185566,1505.69377182911,3449.13381332243
"Estuary_2283",12890.3358489976,3271.18143662249,3259.48598933591,3282.87688390908,856.433005585032,513.143966435015,2026.36033029636
"Estuary_23",431.683903014965,58.4068320779248,57.6480237484937,59.165640407356,79.8226705064972,51.8832213736443,120.30346882829
"Estuary_2301",24039.8363299726,6100.59095924677,6088.39404970821,6112.78786878533,1597.20503197376,958.501641703067,3773.12682834269
"Estuary_2307",8803.32616587001,1191.09003024221,1173.6401876739,1208.53987281052,1627.82304133102,1056.27616890651,2457.36440804806
"Estuary_231",12601.3623277666,1704.96432294681,1699.03094817964,1710.89769771399,2330.11790802731,1529.12785336167,3478.82531868511
"Estuary_2313",3486.36426144856,1084.92169452018,1074.35808332044,1095.48530571992,31.4470056382661,0,349.285169939684
"Estuary_232",13872.3897990457,1876.93433981089,1873.18659085841,1880.68208876336,2565.14359774154,1685.86793177257,3824.0535804855
"Estuary_2331",56766.9422030109,4352.57955610113,4334.93360513263,4370.22550706962,13824.763006725,10198.9818997855,19021.9473788909
"Estuary_2332",278.783044914327,84.3302474588222,81.6287447154826,87.0317502021618,4.9388713531943,1.6245609059164,31.048872277267
"Estuary_2349",21236.1138279917,6608.46626213272,6589.90004468662,6627.03247957883,191.549746728485,0,2112.96687754687
"Estuary_237",1333.22552970632,217.716296967075,215.960391560931,219.472202373218,209.195849900186,135.401508734561,332.109864969617
"Estuary_2372",77.1063017429899,7.0182886660498,5.66846874613971,8.36810858595988,17.671920215073,10.3409587074353,29.3633755146627
"Estuary_241",794.252873283005,129.701832565962,128.652498552934,130.75116657899,124.625879987989,80.66174672416,197.855363037388
"Estuary_2417",32454.2112860372,10099.4260101019,10072.0712810792,10126.7807391247,292.736985800056,0,3228.82864146004
"Estuary_242",47446.7777049247,7237.98645626784,7177.17785698686,7298.79505554881,7954.94623262611,5167.20447965949,12337.4326847656
"Estuary_243",16450.4177911018,2283.43418362689,2245.39216624776,2321.47620100603,2984.15409726181,1930.51895097467,4542.41836609942
"Estuary_2439",1716.30290358984,232.215782855705,226.778915428857,237.652650282553,317.361569902797,204.101023885971,483.227055574525
"Estuary_2459",1297.27936221985,99.4624087013963,98.5123766445315,100.412440758261,315.939415875023,231.793827398898,437.089448006548
"Estuary_2481",9533.54202229662,730.936666849482,725.724314880753,736.149018818212,2321.79882411012,1707.58662324883,3204.41337603221
"Estuary_2496",2596.74276156681,351.33929563999,348.940306605183,353.738284674796,480.163704041319,314.046275944665,719.267845505419
"Estuary_250",556.363372364021,42.6563797591495,42.0512290335975,43.2615304847015,135.496735705534,98.944068314347,188.314897403995
"Estuary_2516",5981.00282488504,1517.79950827829,1511.20266534546,1524.39635121113,397.377406278145,237.910066900005,940.935771573791
"Estuary_2522",2135.44036291583,288.925081102512,285.104720795832,292.745441409192,394.864277506766,256.594248716249,595.24906419869
"Estuary_2558",2045.71425507728,276.785138711956,268.982795953155,284.587481470758,378.27302290634,242.084516357839,578.661212323874
"Estuary_2584",3316.36600348738,272.212105508166,269.998103522893,274.42610749344,789.721452468527,575.606095638464,1097.71374910866
"Estuary_2586",2233.78384354918,480.300440402266,473.157632738231,487.443248066301,234.979484140618,146.517154283035,442.957720519021
"Estuary_260",3805.87413644559,343.475564622944,340.430107789064,346.521021456824,875.203392608297,629.271097531218,1229.29711907754
"Estuary_2607",9910.38334350868,2570.71853438985,2543.20919943062,2598.22786934908,602.685316035062,351.554460701508,1512.6170746833
"Estuary_2624",19278.9230963842,1520.79029608993,1517.86039861055,1523.72019356932,4652.51366860325,3429.35322643424,6403.78610287985
"Estuary_2637",9947.21638766481,1345.85837725105,1335.45422233789,1356.26253216421,1839.3397822431,1201.9088001041,2757.73381540056
"Estuary_2643",4542.24298666946,614.565476096378,607.542662022761,621.588290169995,839.906150665049,546.788395820484,1263.89619001232
"Estuary_2653",4263.98423955895,1234.3456656106,1231.07075447752,1237.62057674369,131.024727738567,63.9124645081153,517.004168976903
"Estuary_2655",22072.3860684584,1693.49133279492,1684.62811976041,1702.35454582943,5374.30741018615,3959.82341903328,7403.78401793129
"Estuary_2658",8357.01607974419,2338.10612831728,2330.3687190157,2345.84353761885,337.89399057761,199.387617979096,1095.30955349437
"Estuary_2665",59329.5518232293,5044.98776028473,5028.60120955781,5061.37431101165,13952.9280290315,10173.707374284,19367.1561160121
"Estuary_2689",34774.2594615189,3041.55611756863,3018.39308979573,3064.71914534153,8093.50950460432,5852.94747750071,11315.6711089505
"Estuary_2702",5689.58941908603,1721.35357184199,1705.61915501687,1737.08798866712,100.509856043544,33.7431665763895,619.320582495991
"Estuary_2709",2770.2093579363,374.809326128782,369.500954573079,380.117697684484,512.239412376001,332.550859115771,772.905985291784
"Estuary_271",8848.33095790443,2753.51211079028,2747.59796237949,2759.42625920107,79.811945240298,0,879.817068151065
"Estuary_2716",1287.90851858645,246.390763121817,245.582187790601,247.199338453032,166.01042361475,107.771902424682,283.105795352307
"Estuary_2719",121.924909998747,16.4964403228305,16.0502445757798,16.9426360698812,22.5451351078684,14.4452201182018,34.4500266754252
"Estuary_273",1054.12249868056,172.138653100175,171.10208507095,173.175221129399,165.401912202329,107.27652556464,262.052317712497
"Estuary_2730",455.090786618602,36.5644592201437,35.6030068420662,37.5259115982212,109.160161562999,78.3109569092883,154.159063990318
"Estuary_2738",2979.00631519744,403.059554446214,396.467467876665,409.651641015763,550.848057743159,356.820721088998,832.958336732051
"Estuary_2739",21182.1616923087,1651.22817705584,1637.82908460523,1664.62726950646,5131.51181843832,3763.28268434249,7099.28712982274
"Estuary_2752",394.601384346136,75.4914924583937,74.8921424787624,76.0908424380251,50.8638168230826,32.8658553953376,87.1432690809449
"Estuary_2754",3864.90880812337,739.398658279648,737.991092900034,740.806223659262,498.183791169537,323.861859729513,848.410584200825
"Estuary_2766",486.542217340385,37.3031918034873,32.0201996211867,42.586183985788,118.492491611077,75.3416461674982,185.375153820489
"Estuary_2774",1373.71967958233,185.864272647489,181.131610686512,190.596934608466,254.014505951568,163.01844961786,387.547100370547
"Estuary_2789",24207.2756382487,2093.67268291903,2085.91661587539,2101.42874996267,5657.73904920457,4113.99459282065,7870.28337992741
"Estuary_2790",8143.27275453348,2534.10504848327,2528.77770323846,2539.43239372809,73.4523202458921,0,809.674096550985
"Estuary_2809",195667.194218175,15140.6330054249,15022.8893715173,15258.3766393326,47513.9592551768,34906.6619351801,65669.8920986339
"Estuary_2811",0,0,0,0,0,0,0
"Estuary_2815",1277.16601510123,97.9203183778116,94.3233713644896,101.517265391134,311.041011317754,221.937344387034,441.898684643758
"Estuary_2825",2404.19743309667,325.28791269798,320.776057548182,329.799767847777,444.560147353906,288.698451793364,670.59286129048
"Estuary_2833",33869.4683859622,2638.31888601678,2598.89145264915,2677.7463193844,8207.02358585218,5977.81669727651,11430.3513941068
"Estuary_2836",45297.1668476983,6207.71800487004,6183.32420978914,6232.11179995094,8296.88779143144,5941.11679818423,12431.351161625
"Estuary_286",2404.00869958971,334.637744163443,332.988797971714,336.286690355172,435.149881532179,284.835009875111,655.204190633538
"Estuary_2865",1886.72843986996,165.551693000323,165.021612160316,166.081773840331,438.597620730437,322.156607625883,610.729783587574
"Estuary_2885",11.2521894676347,3.50156884043325,3.48258443822899,3.5205532426375,0.101494748998065,0,1.12249523678297
"Estuary_289",3437.68968766534,465.723290915315,463.555305874589,467.89127595604,635.059323972003,416.242694745123,949.538643047063
"Estuary_291",157.224272834272,21.2724441144771,21.144339106466,21.4005491224881,29.0723402897853,19.0299051958194,43.5144498823925
"Estuary_2916",84.5962133152832,11.4458676615578,11.0319130853096,11.859822237806,15.642685804129,9.92872177677866,24.1149718835389
"Estuary_2937",24724.4881836975,6502.81097488939,6494.00846523929,6511.61348453949,1414.21738641237,823.562332247731,3649.29940546901
"Estuary_2946",901.405911203272,280.508505507346,279.891632122977,281.125378891715,8.13068131905352,0,89.6341787770687
"Estuary_2954",1826.34911534379,140.026186673409,137.90410148311,142.148271863707,444.789063550827,324.480238783788,618.763065759666
"Estuary_2967",62012.4453961535,4964.00126065218,4958.01649978553,4969.98602151883,14893.0038796501,11003.1322789491,20511.2256749071
"Estuary_2968",16.136984191717,5.0216681106204,4.98527175460704,5.05806446663375,0.145555597409287,0,1.61271620675279
"Estuary_2970",40.5832983737377,3.91586498848403,3.88316686423787,3.9485631127302,9.07931298377052,6.64229963274699,12.8463070032313
"Estuary_2975",3902.44808178051,746.580325416669,743.195263351879,749.96538748146,503.022574850269,326.145670926015,858.900144467743
"Estuary_2986",5204.89153260856,431.616249555133,428.803700092863,434.428799017403,1235.04206810145,907.803590625049,1715.63050296981
"Estuary_2987",590.276243054945,45.2564795550227,45.1237637978066,45.3891953122387,143.755876233601,106.173561877192,197.57649724151
"Estuary_2991",1240.9783471929,108.89010946837,107.702598943986,110.077619992755,288.483567086269,210.257938060731,404.786626981971
"Estuary_2994",3144.75322373044,256.342227917444,255.527911889418,257.156543945469,750.639201853281,550.325706039523,1037.58156502478
"Estuary_2996",2821.80361140516,539.841405783317,535.899793457856,543.783018108777,363.728328624731,235.1756076837,622.769157895677
"Estuary_2997",0,0,0,0,0,0,0
"Estuary_30000",1875.3493795785,583.589973431033,579.5122484444,587.667698417666,16.9156514037981,0,187.372309640415
